task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2016,classif.ranger,repeated_cv,16,0.8382406201196118,1000,22,125
coup,2016,classif.ranger,repeated_cv,16,0.839106820284774,1000,20,76
coup,2016,classif.ranger,repeated_cv,16,0.8389881577338137,1000,27,252
coup,2016,classif.ranger,repeated_cv,16,0.8384692765576387,1000,25,74
coup,2016,classif.ranger,repeated_cv,16,0.8394165044378141,1000,8,91
coup,2016,classif.ranger,repeated_cv,16,0.8391103472993513,1000,24,215
coup,2016,classif.ranger,repeated_cv,16,0.8386878641273072,1000,29,105
coup,2016,classif.ranger,repeated_cv,16,0.8406390947686507,1000,25,213
coup,2016,classif.ranger,repeated_cv,16,0.8399609654793659,1000,14,151
coup,2016,classif.ranger,repeated_cv,16,0.8391255625001406,1000,29,31
coup,2016,classif.ranger,repeated_cv,16,0.8369088011396633,1000,9,51
coup,2016,classif.ranger,repeated_cv,16,0.8380175919739312,1000,20,119
coup,2016,classif.ranger,repeated_cv,16,0.8382882673194364,1000,18,230
coup,2016,classif.ranger,repeated_cv,16,0.83900592784638806,1000,13,196
coup,2016,classif.ranger,repeated_cv,16,0.8403369603004666,1000,17,255
coup,2016,classif.ranger,repeated_cv,16,0.8402275398092184,1000,13,54
coup,2016,classif.ranger,repeated_cv,16,0.8385787017635251,1000,19,292
coup,2016,classif.ranger,repeated_cv,16,0.8449560830133769,1000,21,9
coup,2016,classif.ranger,repeated_cv,16,0.8388292698679721,1000,15,201
coup,2016,classif.ranger,repeated_cv,16,0.8386225313354007,1000,23,222
