task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2019,classif.ranger,repeated_cv,16,0.8490457557717528,1000,19,6
coup,2019,classif.ranger,repeated_cv,16,0.8426510790141258,1000,26,141
coup,2019,classif.ranger,repeated_cv,16,0.8450438772124319,1000,28,24
coup,2019,classif.ranger,repeated_cv,16,0.8478618875954902,1000,26,7
coup,2019,classif.ranger,repeated_cv,16,0.8417592934196602,1000,16,184
coup,2019,classif.ranger,repeated_cv,16,0.842411070948011,1000,16,181
coup,2019,classif.ranger,repeated_cv,16,0.8469132828978817,1000,17,35
coup,2019,classif.ranger,repeated_cv,16,0.8432303585116677,1000,20,170
coup,2019,classif.ranger,repeated_cv,16,0.8435662552342793,1000,15,43
coup,2019,classif.ranger,repeated_cv,16,0.8410321269340569,1000,9,252
coup,2019,classif.ranger,repeated_cv,16,0.8422154218357105,1000,28,153
coup,2019,classif.ranger,repeated_cv,16,0.8439027598215543,1000,13,83
coup,2019,classif.ranger,repeated_cv,16,0.8503005646544652,1000,21,12
coup,2019,classif.ranger,repeated_cv,16,0.8427575747443127,1000,16,80
coup,2019,classif.ranger,repeated_cv,16,0.8437215902802044,1000,27,276
coup,2019,classif.ranger,repeated_cv,16,0.8416676922593237,1000,20,60
coup,2019,classif.ranger,repeated_cv,16,0.8421692974653424,1000,26,235
coup,2019,classif.ranger,repeated_cv,16,0.8437182420522205,1000,23,265
coup,2019,classif.ranger,repeated_cv,16,0.8411174180355672,1000,8,229
coup,2019,classif.ranger,repeated_cv,16,0.8421967627323167,1000,25,70
