task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2015,classif.ranger,repeated_cv,16,0.8416440989135221,1000,15,59
coup,2015,classif.ranger,repeated_cv,16,0.8419517380349396,1000,26,46
coup,2015,classif.ranger,repeated_cv,16,0.8431131513619955,1000,15,197
coup,2015,classif.ranger,repeated_cv,16,0.8411708981701959,1000,13,204
coup,2015,classif.ranger,repeated_cv,16,0.8418103224851491,1000,14,92
coup,2015,classif.ranger,repeated_cv,16,0.8413261048593069,1000,13,230
coup,2015,classif.ranger,repeated_cv,16,0.8411142864170236,1000,12,150
coup,2015,classif.ranger,repeated_cv,16,0.8418440828075143,1000,8,201
coup,2015,classif.ranger,repeated_cv,16,0.8440791165712023,1000,11,26
coup,2015,classif.ranger,repeated_cv,16,0.8412317129920558,1000,25,248
coup,2015,classif.ranger,repeated_cv,16,0.8417545666972911,1000,26,120
coup,2015,classif.ranger,repeated_cv,16,0.8421556917484454,1000,22,40
coup,2015,classif.ranger,repeated_cv,16,0.8521362605163937,1000,25,1
coup,2015,classif.ranger,repeated_cv,16,0.8427140566963873,1000,17,57
coup,2015,classif.ranger,repeated_cv,16,0.8411902534026454,1000,23,292
coup,2015,classif.ranger,repeated_cv,16,0.842294831696296,1000,29,73
coup,2015,classif.ranger,repeated_cv,16,0.842701182376774,1000,20,114
coup,2015,classif.ranger,repeated_cv,16,0.842422000373845,1000,30,36
coup,2015,classif.ranger,repeated_cv,16,0.8488762471366548,1000,20,3
coup,2015,classif.ranger,repeated_cv,16,0.8436849710319947,1000,9,49
