task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2013,classif.ranger,repeated_cv,16,0.8370573074683139,1000,13,144
coup,2013,classif.ranger,repeated_cv,16,0.837705301537342,1000,27,146
coup,2013,classif.ranger,repeated_cv,16,0.8396610437582247,1000,28,247
coup,2013,classif.ranger,repeated_cv,16,0.8398874761628994,1000,30,46
coup,2013,classif.ranger,repeated_cv,16,0.8376571887776176,1000,19,70
coup,2013,classif.ranger,repeated_cv,16,0.8378192784011831,1000,9,278
coup,2013,classif.ranger,repeated_cv,16,0.8491295382975855,1000,19,2
coup,2013,classif.ranger,repeated_cv,16,0.8388470270748493,1000,30,179
coup,2013,classif.ranger,repeated_cv,16,0.8387461744636135,1000,26,76
coup,2013,classif.ranger,repeated_cv,16,0.8368772406748514,1000,12,183
coup,2013,classif.ranger,repeated_cv,16,0.8391308493414781,1000,12,298
coup,2013,classif.ranger,repeated_cv,16,0.83752970384954,1000,22,176
coup,2013,classif.ranger,repeated_cv,16,0.8372708832706657,1000,10,202
coup,2013,classif.ranger,repeated_cv,16,0.8387884120356967,1000,21,67
coup,2013,classif.ranger,repeated_cv,16,0.8390878452164905,1000,13,63
coup,2013,classif.ranger,repeated_cv,16,0.8389181506889315,1000,24,257
coup,2013,classif.ranger,repeated_cv,16,0.8368950041434664,1000,11,191
coup,2013,classif.ranger,repeated_cv,16,0.838497203004665,1000,19,192
coup,2013,classif.ranger,repeated_cv,16,0.8401656825396869,1000,15,286
coup,2013,classif.ranger,repeated_cv,16,0.8363947776314261,1000,26,103
