task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2011,classif.ranger,repeated_cv,16,0.8386286537604893,1000,29,210
coup,2011,classif.ranger,repeated_cv,16,0.8368774261590739,1000,23,152
coup,2011,classif.ranger,repeated_cv,16,0.8347509180372137,1000,10,61
coup,2011,classif.ranger,repeated_cv,16,0.8401759322321758,1000,20,19
coup,2011,classif.ranger,repeated_cv,16,0.8393298395875473,1000,27,284
coup,2011,classif.ranger,repeated_cv,16,0.8370215272724805,1000,9,185
coup,2011,classif.ranger,repeated_cv,16,0.8443094445097142,1000,22,5
coup,2011,classif.ranger,repeated_cv,16,0.8376364590845023,1000,9,206
coup,2011,classif.ranger,repeated_cv,16,0.8362124197685543,1000,19,163
coup,2011,classif.ranger,repeated_cv,16,0.8370698913884984,1000,23,152
coup,2011,classif.ranger,repeated_cv,16,0.8353324802631005,1000,11,121
coup,2011,classif.ranger,repeated_cv,16,0.837293717833077,1000,18,174
coup,2011,classif.ranger,repeated_cv,16,0.8372808283397303,1000,11,105
coup,2011,classif.ranger,repeated_cv,16,0.8367828905099319,1000,30,40
coup,2011,classif.ranger,repeated_cv,16,0.8415716474102821,1000,23,11
coup,2011,classif.ranger,repeated_cv,16,0.838858902835839,1000,11,266
coup,2011,classif.ranger,repeated_cv,16,0.8361318621044223,1000,23,100
coup,2011,classif.ranger,repeated_cv,16,0.8378829101803109,1000,20,210
coup,2011,classif.ranger,repeated_cv,16,0.8370499659271068,1000,30,102
coup,2011,classif.ranger,repeated_cv,16,0.8358077445227388,1000,10,29
