task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
failed,2015,classif.ranger,repeated_cv,16,0.8326689627952767,1000,26,268
failed,2015,classif.ranger,repeated_cv,16,0.8325503022031211,1000,23,231
failed,2015,classif.ranger,repeated_cv,16,0.8370569224595773,1000,16,22
failed,2015,classif.ranger,repeated_cv,16,0.8341913434300934,1000,14,77
failed,2015,classif.ranger,repeated_cv,16,0.8283480124647,1000,20,56
failed,2015,classif.ranger,repeated_cv,16,0.8335216146130454,1000,20,219
failed,2015,classif.ranger,repeated_cv,16,0.8323105707418048,1000,16,27
failed,2015,classif.ranger,repeated_cv,16,0.8340700688352528,1000,16,232
failed,2015,classif.ranger,repeated_cv,16,0.8337579652155697,1000,20,16
failed,2015,classif.ranger,repeated_cv,16,0.8291887094355941,1000,28,36
failed,2015,classif.ranger,repeated_cv,16,0.8346018554647604,1000,11,20
failed,2015,classif.ranger,repeated_cv,16,0.8319055606641976,1000,21,221
failed,2015,classif.ranger,repeated_cv,16,0.8341891776583896,1000,13,145
failed,2015,classif.ranger,repeated_cv,16,0.8335420036998422,1000,16,216
failed,2015,classif.ranger,repeated_cv,16,0.8350285954580652,1000,12,202
failed,2015,classif.ranger,repeated_cv,16,0.8382339932183213,1000,25,6
failed,2015,classif.ranger,repeated_cv,16,0.8350264208429072,1000,9,231
failed,2015,classif.ranger,repeated_cv,16,0.8342137493418318,1000,23,209
failed,2015,classif.ranger,repeated_cv,16,0.8339016565105021,1000,18,188
failed,2015,classif.ranger,repeated_cv,16,0.832788695200009,1000,25,188
