task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2014,classif.ranger,repeated_cv,16,0.8361395576048604,1000,14,175
coup,2014,classif.ranger,repeated_cv,16,0.8355980193974878,1000,27,87
coup,2014,classif.ranger,repeated_cv,16,0.8375672161325499,1000,8,230
coup,2014,classif.ranger,repeated_cv,16,0.8374206343187875,1000,23,226
coup,2014,classif.ranger,repeated_cv,16,0.8359646125052577,1000,26,189
coup,2014,classif.ranger,repeated_cv,16,0.8356159024551475,1000,9,171
coup,2014,classif.ranger,repeated_cv,16,0.8373256047327311,1000,14,49
coup,2014,classif.ranger,repeated_cv,16,0.8369523090145417,1000,28,201
coup,2014,classif.ranger,repeated_cv,16,0.8363844848633604,1000,15,205
coup,2014,classif.ranger,repeated_cv,16,0.8379137591284537,1000,12,181
coup,2014,classif.ranger,repeated_cv,16,0.8379239237428413,1000,23,168
coup,2014,classif.ranger,repeated_cv,16,0.8375039840273484,1000,21,144
coup,2014,classif.ranger,repeated_cv,16,0.8413889981782957,1000,10,13
coup,2014,classif.ranger,repeated_cv,16,0.8366099951699437,1000,24,70
coup,2014,classif.ranger,repeated_cv,16,0.8383075275183127,1000,21,214
coup,2014,classif.ranger,repeated_cv,16,0.8366461378255929,1000,20,146
coup,2014,classif.ranger,repeated_cv,16,0.8363163193898729,1000,15,135
coup,2014,classif.ranger,repeated_cv,16,0.834407764802511,1000,30,55
coup,2014,classif.ranger,repeated_cv,16,0.8364859041003293,1000,21,128
coup,2014,classif.ranger,repeated_cv,16,0.8369598577991727,1000,20,184
