task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
attempt,2019,classif.ranger,repeated_cv,16,0.8321391944495945,1000,13,155
attempt,2019,classif.ranger,repeated_cv,16,0.8340999090072378,1000,23,184
attempt,2019,classif.ranger,repeated_cv,16,0.833321475895247,1000,23,87
attempt,2019,classif.ranger,repeated_cv,16,0.8323333124299462,1000,25,80
attempt,2019,classif.ranger,repeated_cv,16,0.8325538767857362,1000,26,47
attempt,2019,classif.ranger,repeated_cv,16,0.8345117116188133,1000,24,245
attempt,2019,classif.ranger,repeated_cv,16,0.833135970790754,1000,16,176
attempt,2019,classif.ranger,repeated_cv,16,0.8311990714218013,1000,9,247
attempt,2019,classif.ranger,repeated_cv,16,0.8331622035122909,1000,13,249
attempt,2019,classif.ranger,repeated_cv,16,0.834100598362963,1000,21,189
attempt,2019,classif.ranger,repeated_cv,16,0.8320633864964417,1000,23,60
attempt,2019,classif.ranger,repeated_cv,16,0.8323741741242514,1000,19,170
attempt,2019,classif.ranger,repeated_cv,16,0.8300989833473177,1000,8,271
attempt,2019,classif.ranger,repeated_cv,16,0.8322210896557913,1000,22,41
attempt,2019,classif.ranger,repeated_cv,16,0.8318783745254598,1000,15,137
attempt,2019,classif.ranger,repeated_cv,16,0.8335558533015448,1000,27,102
attempt,2019,classif.ranger,repeated_cv,16,0.8345200798906258,1000,20,257
attempt,2019,classif.ranger,repeated_cv,16,0.8344952685287904,1000,30,220
attempt,2019,classif.ranger,repeated_cv,16,0.8340515441199868,1000,14,207
attempt,2019,classif.ranger,repeated_cv,16,0.8343593544774685,1000,23,218
