task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
attempt,2017,classif.ranger,repeated_cv,16,0.8323293626690995,1000,22,299
attempt,2017,classif.ranger,repeated_cv,16,0.8297753038661517,1000,16,192
attempt,2017,classif.ranger,repeated_cv,16,0.8318970355368184,1000,22,233
attempt,2017,classif.ranger,repeated_cv,16,0.8309293576247777,1000,13,13
attempt,2017,classif.ranger,repeated_cv,16,0.8317474855889658,1000,18,225
attempt,2017,classif.ranger,repeated_cv,16,0.8317532157150783,1000,21,203
attempt,2017,classif.ranger,repeated_cv,16,0.8324041134479929,1000,25,220
attempt,2017,classif.ranger,repeated_cv,16,0.8326353145213098,1000,22,290
attempt,2017,classif.ranger,repeated_cv,16,0.8285608525394782,1000,10,239
attempt,2017,classif.ranger,repeated_cv,16,0.8329387553274245,1000,28,3
attempt,2017,classif.ranger,repeated_cv,16,0.8303091311584423,1000,24,76
attempt,2017,classif.ranger,repeated_cv,16,0.8290687186973007,1000,11,112
attempt,2017,classif.ranger,repeated_cv,16,0.8317978502273866,1000,27,126
attempt,2017,classif.ranger,repeated_cv,16,0.8337069058527666,1000,28,281
attempt,2017,classif.ranger,repeated_cv,16,0.8297892065662109,1000,25,85
attempt,2017,classif.ranger,repeated_cv,16,0.8271629147994992,1000,10,55
attempt,2017,classif.ranger,repeated_cv,16,0.8282072786411842,1000,8,292
attempt,2017,classif.ranger,repeated_cv,16,0.8290021820421373,1000,15,52
attempt,2017,classif.ranger,repeated_cv,16,0.8310831107451301,1000,20,131
attempt,2017,classif.ranger,repeated_cv,16,0.8313658995149911,1000,14,295
