task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
coup,2012,classif.ranger,repeated_cv,16,0.8377606092680681,1000,29,234
coup,2012,classif.ranger,repeated_cv,16,0.8375711116598723,1000,24,253
coup,2012,classif.ranger,repeated_cv,16,0.8366174984456011,1000,9,165
coup,2012,classif.ranger,repeated_cv,16,0.8367346400238885,1000,23,47
coup,2012,classif.ranger,repeated_cv,16,0.8374309511745438,1000,22,132
coup,2012,classif.ranger,repeated_cv,16,0.8355083851408756,1000,24,74
coup,2012,classif.ranger,repeated_cv,16,0.833665297433552,1000,9,121
coup,2012,classif.ranger,repeated_cv,16,0.836628467838905,1000,16,86
coup,2012,classif.ranger,repeated_cv,16,0.8379811795037434,1000,28,150
coup,2012,classif.ranger,repeated_cv,16,0.8374293883604734,1000,28,258
coup,2012,classif.ranger,repeated_cv,16,0.8413804050685509,1000,18,12
coup,2012,classif.ranger,repeated_cv,16,0.8372302834178198,1000,20,179
coup,2012,classif.ranger,repeated_cv,16,0.838460420583088,1000,22,146
coup,2012,classif.ranger,repeated_cv,16,0.8354572745830228,1000,10,133
coup,2012,classif.ranger,repeated_cv,16,0.8362558792314077,1000,22,196
coup,2012,classif.ranger,repeated_cv,16,0.8344875267512673,1000,8,246
coup,2012,classif.ranger,repeated_cv,16,0.8376039247785173,1000,29,222
coup,2012,classif.ranger,repeated_cv,16,0.8405109307955686,1000,13,12
coup,2012,classif.ranger,repeated_cv,16,0.8380821068244346,1000,29,300
coup,2012,classif.ranger,repeated_cv,16,0.8386563286536728,1000,30,201
