task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
failed,2016,classif.ranger,repeated_cv,16,0.8180726207553162,1000,14,262
failed,2016,classif.ranger,repeated_cv,16,0.8180531273282671,1000,15,238
failed,2016,classif.ranger,repeated_cv,16,0.8187682405861803,1000,19,188
failed,2016,classif.ranger,repeated_cv,16,0.8126146472696177,1000,14,27
failed,2016,classif.ranger,repeated_cv,16,0.8119244710930227,1000,24,10
failed,2016,classif.ranger,repeated_cv,16,0.8143646932467501,1000,24,123
failed,2016,classif.ranger,repeated_cv,16,0.8161325409701712,1000,16,168
failed,2016,classif.ranger,repeated_cv,16,0.8178428298085026,1000,14,186
failed,2016,classif.ranger,repeated_cv,16,0.8158347383403763,1000,22,228
failed,2016,classif.ranger,repeated_cv,16,0.8159199308952535,1000,24,269
failed,2016,classif.ranger,repeated_cv,16,0.8133490356313924,1000,11,25
failed,2016,classif.ranger,repeated_cv,16,0.8135993575228899,1000,30,137
failed,2016,classif.ranger,repeated_cv,16,0.8178321300195238,1000,23,182
failed,2016,classif.ranger,repeated_cv,16,0.8180811822821534,1000,9,230
failed,2016,classif.ranger,repeated_cv,16,0.8130201065196984,1000,18,48
failed,2016,classif.ranger,repeated_cv,16,0.8168721801019296,1000,20,266
failed,2016,classif.ranger,repeated_cv,16,0.8123417249494377,1000,12,42
failed,2016,classif.ranger,repeated_cv,16,0.817222887034216,1000,15,154
failed,2016,classif.ranger,repeated_cv,16,0.8173497901384122,1000,17,124
failed,2016,classif.ranger,repeated_cv,16,0.8164633034822495,1000,17,18
