task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
failed,2019,classif.ranger,repeated_cv,16,0.8210678213951641,1000,16,92
failed,2019,classif.ranger,repeated_cv,16,0.8220564390895793,1000,21,263
failed,2019,classif.ranger,repeated_cv,16,0.8221765697754103,1000,18,294
failed,2019,classif.ranger,repeated_cv,16,0.8196310302010261,1000,16,96
failed,2019,classif.ranger,repeated_cv,16,0.8199819310188728,1000,29,175
failed,2019,classif.ranger,repeated_cv,16,0.82026441819202,1000,24,91
failed,2019,classif.ranger,repeated_cv,16,0.8227004612008978,1000,10,24
failed,2019,classif.ranger,repeated_cv,16,0.819189861250117,1000,12,49
failed,2019,classif.ranger,repeated_cv,16,0.8215621446388507,1000,19,12
failed,2019,classif.ranger,repeated_cv,16,0.818716599834541,1000,8,163
failed,2019,classif.ranger,repeated_cv,16,0.8181254104310205,1000,18,44
failed,2019,classif.ranger,repeated_cv,16,0.8202339734374079,1000,24,267
failed,2019,classif.ranger,repeated_cv,16,0.8187990628681008,1000,18,233
failed,2019,classif.ranger,repeated_cv,16,0.8216400352104439,1000,26,199
failed,2019,classif.ranger,repeated_cv,16,0.8181400743643672,1000,27,71
failed,2019,classif.ranger,repeated_cv,16,0.8164773525250855,1000,30,47
failed,2019,classif.ranger,repeated_cv,16,0.8184825193764116,1000,27,12
failed,2019,classif.ranger,repeated_cv,16,0.8203648269318227,1000,26,248
failed,2019,classif.ranger,repeated_cv,16,0.8210133279943822,1000,26,289
failed,2019,classif.ranger,repeated_cv,16,0.8197479580697913,1000,26,39
