task_id,year,learner_id,resampling_id,iters,classif.auc,num.trees,mtry,min.node.size
failed,2018,classif.ranger,repeated_cv,16,0.8275800866078238,1000,9,88
failed,2018,classif.ranger,repeated_cv,16,0.8272143503349237,1000,30,198
failed,2018,classif.ranger,repeated_cv,16,0.8255322260762951,1000,18,69
failed,2018,classif.ranger,repeated_cv,16,0.8267690119051305,1000,11,66
failed,2018,classif.ranger,repeated_cv,16,0.8280984632286106,1000,18,273
failed,2018,classif.ranger,repeated_cv,16,0.8259822984643791,1000,27,218
failed,2018,classif.ranger,repeated_cv,16,0.8281220586524316,1000,11,21
failed,2018,classif.ranger,repeated_cv,16,0.8274692748800884,1000,28,192
failed,2018,classif.ranger,repeated_cv,16,0.8276815776102515,1000,9,261
failed,2018,classif.ranger,repeated_cv,16,0.8267301261482343,1000,8,209
failed,2018,classif.ranger,repeated_cv,16,0.8283648649380503,1000,16,157
failed,2018,classif.ranger,repeated_cv,16,0.8273933624280895,1000,12,152
failed,2018,classif.ranger,repeated_cv,16,0.8284661614706991,1000,24,300
failed,2018,classif.ranger,repeated_cv,16,0.8272576058277675,1000,16,69
failed,2018,classif.ranger,repeated_cv,16,0.8280977190135579,1000,28,145
failed,2018,classif.ranger,repeated_cv,16,0.8292064580655455,1000,28,1
failed,2018,classif.ranger,repeated_cv,16,0.828362474801474,1000,10,270
failed,2018,classif.ranger,repeated_cv,16,0.8274229988768043,1000,11,223
failed,2018,classif.ranger,repeated_cv,16,0.826799442975246,1000,27,8
failed,2018,classif.ranger,repeated_cv,16,0.82770368186641885,1000,11,147
