gwcode,year,groups,elf,excluded_groups_count,excluded_groups_pop,inpower_groups_count,inpower_groups_pop,regaut_groups_count,regaut_group_pop,excluded_groups_shift,inpower_groups_shift,excluded_groups_count_diff,excluded_groups_pop_diff,inpower_groups_count_diff,inpower_groups_pop_diff
110,1966,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1967,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1968,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1969,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1970,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1971,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1972,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1973,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1974,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1975,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1976,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1977,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1978,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1979,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1980,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1981,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1982,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1983,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1984,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1985,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1986,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1987,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1988,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1989,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1990,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1991,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1992,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1993,3,0.288893,2,0.527,1,0.302,0,0,0,0,0,0,0,0
110,1994,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,-0.133,0,0.133
110,1995,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,1996,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,1997,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,1998,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,1999,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2000,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2001,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2002,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2003,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2004,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2005,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2006,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2007,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2008,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2009,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2010,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2011,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2012,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2013,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2014,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2015,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2016,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2017,3,0.288893,2,0.394,1,0.435,0,0,0,0,0,0,0,0
110,2018,3,0.288893,1,0.092,2,0.737,0,0,1,1,-1,-0.30200000000000005,1,0.302
110,2019,3,0.288893,1,0.092,2,0.737,0,0,0,0,0,0,0,0
115,1975,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1976,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1977,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1978,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1979,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1980,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1981,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1982,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1983,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1984,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1985,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1986,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1987,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1988,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1989,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1990,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1991,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1992,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1993,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1994,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1995,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1996,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1997,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1998,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,1999,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2000,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2001,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2002,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2003,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2004,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2005,6,0.27253700000000003,3,0.129,3,0.842,0,0,0,0,0,0,0,0
115,2006,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0.05299999999999999,0,-0.12
115,2007,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2008,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2009,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2010,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2011,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2012,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2013,6,0.20983000000000002,3,0.182,3,0.722,0,0,0,0,0,0,0,0
115,2014,6,0.22693516,3,0.27,3,0.7014,0,0,0,0,0,0.08800000000000002,0,-0.02059999999999995
115,2015,6,0.22693516,3,0.27,3,0.7014,0,0,0,0,0,0,0,0
115,2016,6,0.22693516,3,0.27,3,0.7014,0,0,0,0,0,0,0,0
115,2017,6,0.22693516,3,0.27,3,0.7014,0,0,0,0,0,0,0,0
115,2018,6,0.22693516,3,0.27,3,0.7014,0,0,0,0,0,0,0,0
115,2019,6,0.22693516,3,0.27,3,0.7014,0,0,0,0,0,0,0,0
130,1946,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1947,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1948,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1949,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1950,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1951,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1952,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1953,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1954,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1955,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1956,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1957,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1958,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1959,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1960,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1961,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1962,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1963,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1964,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1965,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1966,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1967,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1968,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1969,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1970,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1971,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1972,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1973,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1974,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1975,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1976,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1977,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1978,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1979,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1980,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1981,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1982,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1983,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1984,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1985,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1986,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1987,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1988,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1989,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1990,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1991,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1992,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1993,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1994,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1995,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1996,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1997,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1998,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,1999,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2000,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2001,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2002,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2003,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2004,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2005,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2006,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2007,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2008,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2009,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2010,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2011,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2012,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2013,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2014,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2015,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2016,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2017,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2018,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
130,2019,4,0.6734000000000001,3,0.19,1,0.81,0,0,0,0,0,0,0,0
135,1946,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1947,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1948,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1949,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1950,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1951,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1952,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1953,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1954,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1955,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1956,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1957,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1958,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1959,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1960,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1961,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1962,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1963,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1964,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1965,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1966,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1967,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1968,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1969,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1970,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,1,1,-1,-0.04999999999999999,1,0.050000000000000044
135,1971,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1972,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1973,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1974,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1975,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1976,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1977,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1978,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1979,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1980,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1981,4,0.40336500000000003,2,0.373,2,0.5700000000000001,0,0,0,0,0,0,0,0
135,1982,4,0.40336500000000003,3,0.423,1,0.52,0,0,1,1,1,0.04999999999999999,-1,-0.050000000000000044
135,1983,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1984,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1985,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1986,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1987,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1988,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1989,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1990,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1991,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1992,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1993,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1994,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1995,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1996,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1997,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1998,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,1999,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2000,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2001,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2002,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2003,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2004,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2005,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2006,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2007,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2008,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2009,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2010,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2011,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2012,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2013,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2014,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2015,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2016,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2017,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2018,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
135,2019,4,0.40336500000000003,3,0.423,1,0.52,0,0,0,0,0,0,0,0
140,1946,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1947,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1948,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1949,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1950,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1951,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1952,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1953,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1954,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1955,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1956,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1957,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1958,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1959,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1960,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1961,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1962,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1963,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1964,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1965,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1966,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1967,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1968,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1969,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1970,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1971,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1972,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1973,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1974,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1975,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1976,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1977,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1978,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1979,3,0.49411600000000006,0,0,3,0.994,0,0,0,0,0,0,0,0
140,1980,3,0.49411600000000006,2,0.454,1,0.54,0,0,1,1,2,0.454,-2,-0.45399999999999996
140,1981,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1982,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1983,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1984,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1985,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1986,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1987,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1988,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1989,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1990,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1991,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1992,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1993,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1994,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1995,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1996,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1997,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1998,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,1999,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,2000,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,2001,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,2002,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,2003,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,2004,3,0.49411600000000006,2,0.454,1,0.54,0,0,0,0,0,0,0,0
140,2005,3,0.49411600000000006,1,0.004,2,0.99,0,0,1,1,-1,-0.45,1,0.44999999999999996
140,2006,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2007,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2008,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2009,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2010,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2011,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2012,3,0.49411600000000006,1,0.004,2,0.99,0,0,0,0,0,0,0,0
140,2013,3,0.484594,2,0.511,1,0.477,0,0,1,1,1,0.507,-1,-0.513
140,2014,3,0.484594,2,0.511,1,0.477,0,0,0,0,0,0,0,0
140,2015,3,0.484594,2,0.511,1,0.477,0,0,0,0,0,0,0,0
140,2016,3,0.484594,2,0.511,1,0.477,0,0,0,0,0,0,0,0
