gwcode,year,groups,elf,excluded_groups_count,excluded_groups_pop,inpower_groups_count,inpower_groups_pop,regaut_groups_count,regaut_group_pop,excluded_groups_shift,inpower_groups_shift,excluded_groups_count_diff,excluded_groups_pop_diff,inpower_groups_count_diff,inpower_groups_pop_diff
2,1978,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1979,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1980,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1981,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1982,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1983,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1984,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1985,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1986,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1987,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1988,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1989,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1990,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1991,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1992,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1993,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1994,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1995,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1996,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1997,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1998,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,1999,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2000,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2001,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2002,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2003,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2004,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2005,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2006,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2007,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2008,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2009,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2010,6,0.50985648,5,0.297,1,0.691,0,0,0,0,0,0,0,0
2,2011,6,0.47549784000000006,2,0.012799999999999999,4,0.978,0,0,1,1,-3,-0.2842,3,0.28700000000000003
2,2012,6,0.47549784000000006,2,0.012799999999999999,4,0.978,0,0,0,0,0,0,0,0
2,2013,6,0.47549784000000006,2,0.012799999999999999,4,0.978,0,0,0,0,0,0,0,0
2,2014,6,0.47549784000000006,2,0.012799999999999999,4,0.978,0,0,0,0,0,0,0,0
2,2015,6,0.47549784000000006,2,0.012799999999999999,4,0.978,0,0,0,0,0,0,0,0
2,2016,6,0.47549784000000006,2,0.012799999999999999,4,0.978,0,0,0,0,0,0,0,0
2,2017,6,0.47549784000000006,3,0.056799999999999996,3,0.934,0,0,1,1,1,0.044,-1,-0.04399999999999993
2,2018,6,0.47549784000000006,3,0.056799999999999996,3,0.934,0,0,0,0,0,0,0,0
2,2019,6,0.47549784000000006,3,0.056799999999999996,3,0.934,0,0,0,0,0,0,0,0
20,1946,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1947,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1948,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1949,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1950,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1951,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1952,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1953,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1954,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1955,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1956,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1957,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1958,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1959,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1960,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1961,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1962,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1963,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1964,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1965,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1966,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1967,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1968,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1969,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1970,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1971,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1972,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1973,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1974,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1975,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1976,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1977,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1978,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1979,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1980,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1981,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1982,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1983,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1984,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1985,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1986,3,0.4269,1,0.02,2,0.87,0,0,0,0,0,0,0,0
20,1987,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0.022999999999999996,0,-0.050000000000000044
20,1988,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1989,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1990,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1991,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1992,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1993,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1994,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1995,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1996,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1997,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1998,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,1999,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2000,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2001,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2002,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2003,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2004,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2005,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2006,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2007,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2008,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2009,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2010,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2011,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2012,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2013,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2014,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2015,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2016,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2017,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2018,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
20,2019,3,0.40284899999999996,1,0.043,2,0.82,0,0,0,0,0,0,0,0
31,1973,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1974,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1975,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1976,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1977,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1978,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1979,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1980,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1981,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1982,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1983,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1984,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1985,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1986,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1987,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1988,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1989,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1990,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1991,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1992,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1993,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1994,2,0.7247089999999999,1,0.047,1,0.85,0,0,0,0,0,0,0,0
31,1995,2,0.7247089999999999,0,0,2,0.897,0,0,1,1,-1,-0.047,1,0.04700000000000004
31,1996,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,1997,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,1998,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,1999,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2000,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2001,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2002,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2003,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2004,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2005,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2006,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2007,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2008,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2009,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2010,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2011,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2012,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2013,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2014,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2015,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2016,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2017,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2018,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
31,2019,2,0.7247089999999999,0,0,2,0.897,0,0,0,0,0,0,0,0
40,1946,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1947,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1948,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1949,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1950,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1951,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1952,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1953,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1954,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1955,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1956,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1957,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1958,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1959,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1960,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1961,2,0.539762,1,0.359,1,0.641,0,0,0,0,0,0,0,0
40,1962,2,0.539762,0,0,2,1,0,0,1,1,-1,-0.359,1,0.359
40,1963,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1964,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1965,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1966,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1967,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1968,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1969,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1970,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1971,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1972,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1973,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1974,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1975,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1976,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1977,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1978,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1979,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1980,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1981,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1982,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1983,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1984,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1985,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1986,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1987,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1988,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1989,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1990,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1991,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1992,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1993,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1994,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1995,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1996,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1997,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1998,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,1999,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2000,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2001,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2002,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2003,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2004,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2005,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2006,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2007,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2008,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2009,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2010,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2011,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2012,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2013,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2014,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2015,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2016,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2017,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2018,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
40,2019,2,0.539762,0,0,2,1,0,0,0,0,0,0,0,0
41,1946,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1947,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1948,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1949,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1950,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1951,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1952,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1953,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1954,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1955,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1956,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1957,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1958,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1959,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1960,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1961,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1962,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1963,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1964,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1965,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1966,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1967,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1968,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1969,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1970,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1971,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1972,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1973,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1974,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1975,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1976,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1977,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1978,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1979,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1980,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1981,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1982,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1983,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1984,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1985,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1986,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1987,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1988,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1989,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1990,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1991,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1992,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1993,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1994,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1996,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1997,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1998,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,1999,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2000,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2001,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2002,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2003,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2004,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2005,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2006,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2007,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2008,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2009,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2010,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2011,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2012,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2013,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2014,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2015,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2016,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2017,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2018,1,1,0,0,1,1,0,0,0,0,0,0,0,0
41,2019,1,1,0,0,1,1,0,0,0,0,0,0,0,0
42,1946,1,1,0,0,1,1,0,0,0,0,0,0,0,0
42,1947,1,1,0,0,1,1,0,0,0,0,0,0,0,0
42,1948,1,1,0,0,1,1,0,0,0,0,0,0,0,0
42,1949,1,1,0,0,1,1,0,0,0,0,0,0,0,0
42,1950,1,1,0,0,1,1,0,0,0,0,0,0,0,0
42,1951,1,1,0,0,1,1,0,0,0,0,0,0,0,0
