gwcode,year,infmort,infmort_yearadj,infmort_imputed
200,1966,20.1,-1.2875556340906331,FALSE
200,1967,19.6,-1.283267316686647,FALSE
200,1968,19.1,-1.2940608834362286,FALSE
200,1969,18.7,-1.2882209582935202,FALSE
200,1970,18.4,-1.2755182133462937,FALSE
200,1971,18,-1.2738192821492496,FALSE
200,1972,17.6,-1.2636925537338268,FALSE
200,1973,17.2,-1.245115968907963,FALSE
200,1974,16.6,-1.2389590468041791,FALSE
200,1975,16,-1.2568281999270197,FALSE
200,1976,15.4,-1.2451572220182667,FALSE
200,1977,14.7,-1.2416876663259233,FALSE
200,1978,14.1,-1.228174602035638,FALSE
200,1979,13.4,-1.218615014017609,FALSE
200,1980,12.7,-1.210303615918731,FALSE
200,1981,12.1,-1.2007838625291043,FALSE
200,1982,11.4,-1.1925080705148732,FALSE
200,1983,10.8,-1.1823599904805235,FALSE
200,1984,10.4,-1.1588638841210637,FALSE
200,1985,10,-1.1448323954303077,FALSE
200,1986,9.7,-1.1293905433474136,FALSE
200,1987,9.4,-1.1146655374545498,FALSE
200,1988,9.2,-1.0984927361774781,FALSE
200,1989,8.8,-1.0872425686452494,FALSE
200,1990,8.4,-1.080788389532893,FALSE
200,1991,7.9,-1.0763183339181992,FALSE
200,1992,7.4,-1.057832898850736,FALSE
200,1993,6.9,-1.0534079168457033,FALSE
200,1994,6.6,-1.0494666970123616,FALSE
200,1995,6.3,-1.0435286039295122,FALSE
200,1996,6.1,-1.0385917143343988,FALSE
200,1997,6,-1.0301735013640514,FALSE
200,1998,5.9,-1.0204878826423083,FALSE
200,1999,5.7,-1.0141425393737897,FALSE
200,2000,5.7,-1.0021203779289392,FALSE
200,2001,5.6,-0.992083927602717,FALSE
200,2002,5.5,-0.9892665762855076,FALSE
200,2003,5.4,-0.981394487249305,FALSE
200,2004,5.3,-0.9737292356495275,FALSE
200,2005,5.2,-0.9673106334764177,FALSE
200,2006,5.1,-0.9489320455700561,FALSE
200,2007,5,-0.9454456175538133,FALSE
200,2008,4.9,-0.9376258703739448,FALSE
200,2009,4.7,-0.9332795405411614,FALSE
200,2010,4.6,-0.9274099036025404,FALSE
200,2011,4.4,-0.9264934009156653,FALSE
200,2012,4.2,-0.9296077425163111,FALSE
200,2013,4.1,-0.9254576628786335,FALSE
200,2014,4,-0.9209316581066709,FALSE
200,2015,3.9,-0.9171301311542592,FALSE
200,2016,3.8,-0.913801056076773,FALSE
200,2017,3.7,-0.9114416329464837,FALSE
200,2018,3.7,-0.9026919220322727,FALSE
200,2019,3.6,-0.8998217587859793,FALSE
205,1960,30.4,-1.151102366030721,FALSE
205,1961,30.4,-1.1709496022377763,FALSE
205,1962,29.2,-1.1946838213114963,FALSE
205,1963,28.1,-1.2005108924047945,FALSE
205,1964,27.1,-1.197617525032565,FALSE
205,1965,26,-1.200965045906037,FALSE
205,1966,24.7,-1.2124731640937885,FALSE
205,1967,23.4,-1.2200799468512178,FALSE
205,1968,22,-1.2448331757543658,FALSE
205,1969,20.7,-1.25368605861006,FALSE
205,1970,19.7,-1.2526564442557313,FALSE
205,1971,19,-1.2558043712672702,FALSE
205,1972,18.6,-1.2453957173368146,FALSE
205,1973,18.2,-1.2265287845778423,FALSE
205,1974,17.9,-1.2146691444164595,FALSE
205,1975,17.5,-1.2284352097274294,FALSE
205,1976,16.9,-1.216320767891985,FALSE
205,1977,16.1,-1.2143110537685424,FALSE
205,1978,15.2,-1.2062364063226567,FALSE
205,1979,14.2,-1.2023601345860382,FALSE
205,1980,13.1,-1.2020148979297975,FALSE
205,1981,12,-1.2029019699210879,FALSE
205,1982,11,-1.2011335462558492,FALSE
205,1983,10.3,-1.1933236351577245,FALSE
205,1984,9.7,-1.174426637907013,FALSE
205,1985,9.3,-1.1606028217942463,FALSE
205,1986,8.9,-1.1476298755803205,FALSE
205,1987,8.6,-1.1330961936242843,FALSE
205,1988,8.4,-1.1171011346041548,FALSE
205,1989,8.3,-1.0989752880549015,FALSE
205,1990,8,-1.0902892653594036,FALSE
205,1991,7.6,-1.0837133348299246,FALSE
205,1992,7.2,-1.0628115673429173,FALSE
205,1993,6.8,-1.0559236768707625,FALSE
205,1994,6.4,-1.054547991720348,FALSE
205,1995,6.2,-1.0460880063889066,FALSE
205,1996,6.1,-1.0385917143343988,FALSE
205,1997,6.1,-1.0275297978553275,FALSE
205,1998,6.1,-1.0151165611967328,FALSE
205,1999,6.1,-1.00320092821073,FALSE
205,2000,6.1,-0.9909181643044438,FALSE
205,2001,6,-0.9806014747369448,FALSE
205,2002,5.8,-0.9804156614709961,FALSE
205,2003,5.4,-0.981394487249305,FALSE
205,2004,5.1,-0.9800196662991711,FALSE
205,2005,4.7,-0.9835716309326678,FALSE
205,2006,4.4,-0.9724841997589669,FALSE
205,2007,4.1,-0.9767240646050261,FALSE
205,2008,3.9,-0.9734927082229615,FALSE
205,2009,3.7,-0.9702240931241487,FALSE
205,2010,3.6,-0.9656398624808236,FALSE
205,2011,3.5,-0.9615025072189219,FALSE
205,2012,3.5,-0.9580358984806356,FALSE
205,2013,3.4,-0.9547945884256214,FALSE
205,2014,3.3,-0.9511429065955556,FALSE
205,2015,3.3,-0.943774623755175,FALSE
205,2016,3.3,-0.936637502311032,FALSE
205,2017,3.2,-0.9349037349165076,FALSE
205,2018,3.2,-0.9267611095591034,FALSE
205,2019,3.1,-0.9245476338566572,FALSE
210,1960,16.5,-1.3524326061509848,FALSE
210,1961,16.5,-1.3749585874381842,FALSE
210,1962,16,-1.3951925106066931,FALSE
210,1963,15.6,-1.3944404630591478,FALSE
210,1964,15.2,-1.3838291900038646,FALSE
210,1965,14.9,-1.3770789193278121,FALSE
210,1966,14.5,-1.3789603801737484,FALSE
210,1967,14.2,-1.3730598948738364,FALSE
210,1968,13.8,-1.384028762992737,FALSE
210,1969,13.4,-1.3797384424546892,FALSE
210,1970,13,-1.3704824849532444,FALSE
210,1971,12.6,-1.3710998009119388,FALSE
210,1972,12.2,-1.3624954702776928,FALSE
210,1973,11.7,-1.3473454827236258,FALSE
210,1974,11.3,-1.337987110384881,FALSE
210,1975,10.9,-1.353364366605626,FALSE
210,1976,10.5,-1.3393563054974549,FALSE
210,1977,10.1,-1.3316393933001747,FALSE
210,1978,9.7,-1.3159273848875639,FALSE
210,1979,9.4,-1.2998894111754635,FALSE
210,1980,9,-1.2869742573163665,FALSE
210,1981,8.8,-1.2706814064645644,FALSE
210,1982,8.6,-1.2528864007017047,FALSE
210,1983,8.4,-1.2349854849310877,FALSE
210,1984,8.2,-1.2077753960197612,FALSE
210,1985,8,-1.1898907564701329,FALSE
210,1986,7.9,-1.1704290408714542,FALSE
210,1987,7.7,-1.1538306818152357,FALSE
210,1988,7.5,-1.138035582834166,FALSE
210,1989,7.2,-1.1247872707561362,FALSE
210,1990,7,-1.1140414549256805,FALSE
210,1991,6.8,-1.1034333372611929,FALSE
210,1992,6.6,-1.0777475728194617,FALSE
210,1993,6.3,-1.068502476996057,FALSE
210,1994,6.1,-1.062169933782327,FALSE
210,1995,5.9,-1.0537662137670905,FALSE
210,1996,5.7,-1.0489926210197305,FALSE
210,1997,5.5,-1.0433920189076695,FALSE
210,1998,5.4,-1.0339161862562465,FALSE
210,1999,5.3,-1.02508415053685,FALSE
210,2000,5.2,-1.0161231449595585,FALSE
210,2001,5.1,-1.0064369936849322,FALSE
210,2002,5,-1.0040181009763602,FALSE
210,2003,4.9,-0.9966210879823908,FALSE
210,2004,4.8,-0.9894553122736368,FALSE
210,2005,4.6,-0.9868238304239177,FALSE
210,2006,4.5,-0.9691196063034082,FALSE
210,2007,4.3,-0.9697732985936455,FALSE
210,2008,4.1,-0.966319340653158,FALSE
210,2009,4,-0.9591407273492525,FALSE
210,2010,3.9,-0.9541708748173388,FALSE
210,2011,3.8,-0.9498328051178364,FALSE
210,2012,3.7,-0.9499135682051143,FALSE
210,2013,3.6,-0.9464126096979104,FALSE
210,2014,3.5,-0.9425111213130171,FALSE
210,2015,3.5,-0.9348931262215363,FALSE
210,2016,3.4,-0.9320702130641804,FALSE
210,2017,3.4,-0.9255188941284981,FALSE
210,2018,3.3,-0.9219472720537372,FALSE
210,2019,3.3,-0.9146572838283861,FALSE
211,1960,29.4,-1.1655865559674305,FALSE
211,1961,29.4,-1.1856265076478776,FALSE
211,1962,28.1,-1.2113928787527628,FALSE
211,1963,27,-1.2175766946223774,FALSE
211,1964,25.9,-1.216395171920427,FALSE
211,1965,25,-1.2168311606287197,FALSE
211,1966,24.1,-1.2222665297455508,FALSE
211,1967,23.3,-1.2217427723732026,FALSE
211,1968,22.6,-1.2346481327857042,FALSE
211,1969,21.9,-1.2329651187999842,FALSE
211,1970,21.2,-1.2262774799204672,FALSE
211,1971,20.5,-1.228782004944301,FALSE
211,1972,19.6,-1.2270988809398025,FALSE
211,1973,18.7,-1.217235192412782,FALSE
211,1974,17.7,-1.2184060524761087,FALSE
211,1975,16.7,-1.2435781378338775,FALSE
211,1976,15.8,-1.237467500917925,FALSE
211,1977,14.9,-1.237776721674869,FALSE
211,1978,14.2,-1.2261802206071852,FALSE
211,1979,13.5,-1.2165831540886627,FALSE
211,1980,12.8,-1.2082314364214979,FALSE
211,1981,12.3,-1.1965476477451371,FALSE
211,1982,11.7,-1.186038963709141,FALSE
211,1983,11.2,-1.1735890747387627,FALSE
211,1984,10.7,-1.152194132498514,FALSE
211,1985,10.2,-1.1403265593263252,FALSE
211,1986,9.9,-1.124830710289187,FALSE
211,1987,9.5,-1.1123617054333328,FALSE
211,1988,9.2,-1.0984927361774781,FALSE
211,1989,8.9,-1.084896024763319,FALSE
211,1990,8.6,-1.0760379516196374,FALSE
211,1991,8.3,-1.0664583327025652,FALSE
211,1992,8,-1.0428968933741918,FALSE
211,1993,7.6,-1.0357975966702908,FALSE
211,1994,7.2,-1.0342228128884032,FALSE
211,1995,6.8,-1.0307315916325392,FALSE
211,1996,6.3,-1.033391260991733,FALSE
211,1997,5.9,-1.032817204872775,FALSE
211,1998,5.5,-1.0312305255334588,FALSE
211,1999,5.2,-1.0278195533276147,FALSE
211,2000,5,-1.0217242517718061,FALSE
211,2001,4.8,-1.0150488333342615,FALSE
211,2002,4.6,-1.0158193207290422,FALSE
211,2003,4.4,-1.0118476887154766,FALSE
211,2004,4.3,-1.005181388897746,FALSE
211,2005,4.1,-1.0030848278801678,FALSE
211,2006,4,-0.9859425735812017,FALSE
211,2007,3.9,-0.9836748306164069,FALSE
211,2008,3.8,-0.9770793920078631,FALSE
211,2009,3.8,-0.9665296378658499,FALSE
211,2010,3.7,-0.9618168665929954,FALSE
211,2011,3.6,-0.9576126065185601,FALSE
211,2012,3.5,-0.9580358984806356,FALSE
211,2013,3.5,-0.950603599061766,FALSE
211,2014,3.4,-0.9468270139542864,FALSE
211,2015,3.3,-0.943774623755175,FALSE
211,2016,3.2,-0.941204791557884,FALSE
211,2017,3.1,-0.9395961553105122,FALSE
211,2018,3,-0.9363887845698357,FALSE
211,2019,2.9,-0.9344379838849286,FALSE
212,1960,29.14159648522507,-1.1693293215557439,TRUE
212,1961,28.47481844250488,-1.1992053098544035,TRUE
212,1962,27.817269772622286,-1.215687565670614,TRUE
212,1963,27.168950475577276,-1.2149555351671335,TRUE
212,1964,26.52986055136984,-1.2065390894019128,TRUE
212,1965,25.9,-1.2025516573783055,FALSE
212,1966,24.6,-1.2141053917024154,FALSE
212,1967,23.4,-1.2200799468512178,FALSE
212,1968,22.3,-1.239740654270035,FALSE
212,1969,21.2,-1.245052333689195,FALSE
212,1970,20.1,-1.2456220537663274,FALSE
212,1971,19,-1.2558043712672702,FALSE
212,1972,18,-1.2563738191750218,FALSE
212,1973,17,-1.248833405773987,FALSE
212,1974,16,-1.2501697709831263,FALSE
212,1975,15,-1.2757568600600797,FALSE
212,1976,14.2,-1.2682263853192925,FALSE
212,1977,13.4,-1.267108806557777,FALSE
212,1978,12.8,-1.2541015606055255,FALSE
212,1979,12.2,-1.2429973331649653,FALSE
212,1980,11.7,-1.231025410891065,FALSE
212,1981,11.3,-1.2177287216649735,FALSE
212,1982,10.9,-1.2032899151910932,FALSE
212,1983,10.5,-1.1889381772868441,FALSE
212,1984,10.1,-1.1655336357436132,FALSE
212,1985,9.7,-1.1515911495862816,FALSE
212,1986,9.3,-1.1385102094638673,FALSE
212,1987,8.9,-1.1261846975606338,FALSE
212,1988,8.5,-1.1147750848008202,FALSE
212,1989,8.1,-1.1036683758187624,FALSE
212,1990,7.7,-1.0974149222292866,FALSE
212,1991,7.2,-1.0935733360455586,FALSE
212,1992,6.8,-1.0727689043272803,FALSE
212,1993,6.4,-1.065986716970998,FALSE
212,1994,6,-1.0647105811363202,FALSE
212,1995,5.6,-1.0614444211452743,FALSE
212,1996,5.2,-1.061993754376395,FALSE
212,1997,4.9,-1.0592542399600113,FALSE
212,1998,4.6,-1.0554014720385478,FALSE
212,1999,4.4,-1.0497027756537347,FALSE
212,2000,4.1,-1.0469292324269206,FALSE
212,2001,3.9,-1.0408843522822488,FALSE
212,2002,3.7,-1.042372065172577,FALSE
212,2003,3.5,-1.0392555700350308,FALSE
212,2004,3.3,-1.0366335421459647,FALSE
212,2005,3.2,-1.0323546233014183,FALSE
212,2006,3,-1.0195885081367886,FALSE
212,2007,2.8,-1.0219040436790003,FALSE
212,2008,2.7,-1.0165329136417816,FALSE
212,2009,2.6,-1.0108631009654345,FALSE
212,2010,2.5,-1.0076928172469353,FALSE
212,2011,2.4,-1.0042914149229023,FALSE
212,2012,2.3,-1.0067698801337635,FALSE
212,2013,2.3,-1.0008954714280305,FALSE
212,2014,2.2,-0.9986177256495172,FALSE
212,2015,2.2,-0.9926228601901873,FALSE
212,2016,2.1,-0.9914449732732538,FALSE
212,2017,2.1,-0.9865203592505597,FALSE
212,2018,2,-0.9845271596234971,FALSE
212,2019,1.9,-0.9838897340262845,FALSE
220,1960,23.6,-1.2495948576003464,FALSE
220,1961,23.6,-1.2707525590264648,FALSE
220,1962,22.4,-1.2979761764029614,FALSE
220,1963,21.3,-1.3060085788407627,FALSE
220,1964,20.3,-1.3040241907304504,FALSE
220,1965,19.3,-1.3072680145480096,FALSE
220,1966,18.5,-1.3136712758286662,FALSE
220,1967,17.7,-1.3148610016043618,FALSE
220,1968,17.1,-1.3280110266650997,FALSE
220,1969,16.4,-1.3279360929294994,FALSE
220,1970,15.8,-1.3212417515274182,FALSE
220,1971,15.1,-1.3260625237069903,FALSE
220,1972,14.3,-1.324072113843967,FALSE
220,1973,13.7,-1.3101711140633847,FALSE
220,1974,13.2,-1.3024864838182142,FALSE
220,1975,12.7,-1.319292778366118,FALSE
220,1976,12.3,-1.3047525605459165,FALSE
220,1977,11.9,-1.2964408914406849,FALSE
220,1978,11.5,-1.2800285191754126,FALSE
220,1979,11,-1.2673796523123217,FALSE
220,1980,10.6,-1.2538193853606323,FALSE
220,1981,10.2,-1.2410279029767934,FALSE
220,1982,9.8,-1.227009973478777,FALSE
220,1983,9.5,-1.2108654666412457,FALSE
220,1984,9.1,-1.187766141152112,FALSE
220,1985,8.8,-1.1718674120542028,FALSE
220,1986,8.5,-1.156749541696774,FALSE
220,1987,8.3,-1.1400076896879348,FALSE
220,1988,8.1,-1.1240792840141585,FALSE
220,1989,7.9,-1.1083614635826233,FALSE
220,1990,7.7,-1.0974149222292866,FALSE
220,1991,7.4,-1.0886433354377416,FALSE
220,1992,7.1,-1.065300901589008,FALSE
220,1993,6.7,-1.0584394368958212,FALSE
220,1994,6.2,-1.0596292864283339,FALSE
220,1995,5.8,-1.0563256162264851,FALSE
220,1996,5.4,-1.0567933010337294,FALSE
220,1997,5,-1.0566105364512877,FALSE
220,1998,4.8,-1.0500301505929726,FALSE
220,1999,4.6,-1.0442319700722047,FALSE
220,2000,4.5,-1.0357270188024255,FALSE
220,2001,4.4,-1.0265312862000335,FALSE
220,2002,4.3,-1.024670235543554,FALSE
220,2003,4.2,-1.0179383290087107,FALSE
220,2004,4,-1.0146170348722117,FALSE
220,2005,3.9,-1.009589226862668,FALSE
220,2006,3.8,-0.9926717604923191,FALSE
220,2007,3.7,-0.9906255966277875,FALSE
220,2008,3.6,-0.9842527595776663,FALSE
220,2009,3.6,-0.9739185483824473,FALSE
220,2010,3.6,-0.9656398624808236,FALSE
220,2011,3.5,-0.9615025072189219,FALSE
220,2012,3.5,-0.9580358984806356,FALSE
220,2013,3.5,-0.950603599061766,FALSE
220,2014,3.5,-0.9425111213130171,FALSE
220,2015,3.4,-0.9393338749883557,FALSE
220,2016,3.4,-0.9320702130641804,FALSE
220,2017,3.4,-0.9255188941284981,FALSE
220,2018,3.4,-0.9171334345483712,FALSE
220,2019,3.4,-0.9097121088142506,FALSE
225,1960,21.7,-1.2771148184800947,FALSE
225,1961,21.7,-1.2986386793056575,FALSE
225,1962,21.2,-1.316204239066161,FALSE
225,1963,20.8,-1.3137657616669367,FALSE
225,1964,20.1,-1.3071537985450943,FALSE
225,1965,19.3,-1.3072680145480096,FALSE
225,1966,18.4,-1.3153035034372933,FALSE
225,1967,17.6,-1.3165238271263466,FALSE
225,1968,16.9,-1.331406040987987,FALSE
225,1969,16.3,-1.3296628379136723,FALSE
225,1970,15.6,-1.3247589467721201,FALSE
225,1971,15,-1.3278640147951881,FALSE
225,1972,14.3,-1.324072113843967,FALSE
225,1973,13.6,-1.3120298324963968,FALSE
225,1974,12.8,-1.3099602999375126,FALSE
225,1975,12,-1.33254284045926,FALSE
225,1976,11.2,-1.3258992935718565,FALSE
225,1977,10.5,-1.3238175039980657,FALSE
225,1978,9.8,-1.313933003459111,FALSE
225,1979,9.2,-1.3039531310333563,FALSE
225,1980,8.7,-1.2931907958080666,FALSE
225,1981,8.4,-1.279153836032499,FALSE
225,1982,8,-1.2658246143131686,FALSE
225,1983,7.8,-1.248141858543729,FALSE
225,1984,7.6,-1.2211148992648604,FALSE
225,1985,7.4,-1.2034082647820803,FALSE
225,1986,7.3,-1.1841085400461344,FALSE
225,1987,7.2,-1.1653498419213197,FALSE
225,1988,7.1,-1.1473397820475042,FALSE
225,1989,7,-1.129480358519997,FALSE
225,1990,6.8,-1.118791892838936,FALSE
225,1991,6.6,-1.1083633378690096,FALSE
225,1992,6.4,-1.082726241311643,FALSE
225,1993,6.1,-1.0735339970461748,FALSE
225,1994,5.8,-1.0697918758443064,FALSE
225,1995,5.5,-1.064003823604669,FALSE
225,1996,5.2,-1.061993754376395,FALSE
225,1997,5,-1.0566105364512877,FALSE
225,1998,4.9,-1.047344489870185,FALSE
225,1999,4.8,-1.0387611644906747,FALSE
225,2000,4.7,-1.0301259119901776,FALSE
225,2001,4.7,-1.0179194465507044,FALSE
225,2002,4.6,-1.0158193207290422,FALSE
225,2003,4.6,-1.0057570484222422,FALSE
225,2004,4.5,-0.9988909582481024,FALSE
225,2005,4.4,-0.9933282294064179,FALSE
225,2006,4.3,-0.9758487932145256,FALSE
225,2007,4.2,-0.9732486815993359,FALSE
225,2008,4.1,-0.966319340653158,FALSE
225,2009,4,-0.9591407273492525,FALSE
225,2010,4,-0.9503478789295103,FALSE
225,2011,3.9,-0.9459429044174746,FALSE
225,2012,3.9,-0.9417912379295931,FALSE
225,2013,3.9,-0.9338396416063444,FALSE
225,2014,3.8,-0.9295634433892094,FALSE
225,2015,3.8,-0.9215708799210784,FALSE
225,2016,3.8,-0.913801056076773,FALSE
225,2017,3.8,-0.906749212552479,FALSE
225,2018,3.7,-0.9026919220322727,FALSE
225,2019,3.7,-0.8948765837718438,FALSE
230,1960,27.579738794530265,-1.1919515650018782,TRUE
230,1961,27.02558530437402,-1.2204755675399344,TRUE
230,1962,26.47840861000648,-1.2360249366451852,TRUE
230,1963,25.93820871142763,-1.2340497129197672,TRUE
230,1964,25.404985608637492,-1.224141176458273,TRUE
230,1965,24.878739301636042,-1.2187550967803147,TRUE
230,1966,24.359469790423297,-1.218031392190215,TRUE
230,1967,23.84717707499924,-1.2126441723196644,TRUE
230,1968,23.341861155363894,-1.2220549865454344,TRUE
230,1969,22.84352203151724,-1.216672899446193,TRUE
230,1970,22.35215970345929,-1.2060156267697466,TRUE
230,1971,21.86777417119003,-1.2041416751436391,TRUE
230,1972,21.390365434709476,-1.1943408574900574,TRUE
230,1973,20.91993349401762,-1.175972879358868,TRUE
230,1974,20.456478349114462,-1.166902521680838,TRUE
230,1975,20,-1.181113559394779,FALSE
230,1976,18.5,-1.1855618834906172,FALSE
230,1977,17.1,-1.1947563305132705,FALSE
230,1978,15.7,-1.1962644991803923,FALSE
230,1979,14.5,-1.196264554799199,FALSE
230,1980,13.4,-1.1957983594380974,FALSE
230,1981,12.4,-1.1944295403531535,FALSE
230,1982,11.5,-1.1903517015796292,FALSE
230,1983,10.8,-1.1823599904805235,FALSE
230,1984,10.1,-1.1655336357436132,FALSE
230,1985,9.6,-1.1538440676382726,FALSE
230,1986,9.2,-1.1407901259929805,FALSE
230,1987,8.8,-1.1284885295818508,FALSE
230,1988,8.4,-1.1171011346041548,FALSE
230,1989,8.1,-1.1036683758187624,FALSE
230,1990,7.8,-1.095039703272659,FALSE
230,1991,7.4,-1.0886433354377416,FALSE
230,1992,7.1,-1.065300901589008,FALSE
230,1993,6.7,-1.0584394368958212,FALSE
230,1994,6.3,-1.057088639074341,FALSE
230,1995,5.9,-1.0537662137670905,FALSE
230,1996,5.6,-1.0515928476910634,FALSE
230,1997,5.2,-1.0513231294338403,FALSE
230,1998,4.9,-1.047344489870185,FALSE
230,1999,4.7,-1.0414965672814396,FALSE
230,2000,4.5,-1.0357270188024255,FALSE
230,2001,4.4,-1.0265312862000335,FALSE
230,2002,4.3,-1.024670235543554,FALSE
230,2003,4.1,-1.020983649155328,FALSE
230,2004,4,-1.0146170348722117,FALSE
230,2005,3.9,-1.009589226862668,FALSE
230,2006,3.8,-0.9926717604923191,FALSE
230,2007,3.7,-0.9906255966277875,FALSE
230,2008,3.6,-0.9842527595776663,FALSE
230,2009,3.4,-0.9813074588990449,FALSE
230,2010,3.3,-0.9771088501443086,FALSE
230,2011,3.2,-0.9731722093200076,FALSE
230,2012,3,-0.9783417241694389,FALSE
230,2013,2.9,-0.9757495352448983,FALSE
230,2014,2.9,-0.9684064771606327,FALSE
230,2015,2.8,-0.9659783675892714,FALSE
230,2016,2.7,-0.964041237792143,FALSE
230,2017,2.7,-0.9583658368865313,FALSE
230,2018,2.6,-0.9556441345913002,FALSE
230,2019,2.5,-0.9542186839414709,FALSE
232,1960,23.416668723095533,-1.2522502626363703,TRUE
232,1961,22.91314902402275,-1.2808334058317188,TRUE
232,1962,22.4153980740355,-1.297742278854285,TRUE
232,1963,21.923415873133777,-1.2963366770314873,TRUE
232,1964,21.43720242131758,-1.2862292028075144,TRUE
232,1965,20.956757718586914,-1.2809817065172198,TRUE
232,1966,20.482081764941775,-1.281319190035724,TRUE
232,1967,20.01317456038216,-1.2763969446462633,TRUE
232,1968,19.55003610490808,-1.2864214883263325,TRUE
232,1969,19.092666398519526,-1.2814406109525516,TRUE
232,1970,18.641065441216504,-1.2712788422287504,TRUE
232,1971,18.19523323299901,-1.270302172855572,TRUE
232,1972,17.75516977386704,-1.2608534377676202,TRUE
232,1973,17.3208750638206,-1.2428692418158145,TRUE
232,1974,16.892349102859693,-1.233496638210641,TRUE
232,1975,16.46959189098431,-1.2479394546213365,TRUE
232,1976,16.05260342819446,-1.232611376138411,TRUE
232,1977,15.641383714490134,-1.2232791683120487,TRUE
232,1978,15.235932749871338,-1.2055197702324905,TRUE
232,1979,14.83625053433807,-1.189432414931116,TRUE
232,1980,14.442337067890332,-1.1741992644252102,TRUE
232,1981,14.054192350528123,-1.1593919698989892,TRUE
232,1982,13.671816382251441,-1.1435193277822193,TRUE
232,1983,13.295209163060287,-1.127646817162346,TRUE
232,1984,12.924370692954662,-1.1027407990368934,TRUE
232,1985,12.559300971934567,-1.0871734418288062,TRUE
232,1986,12.2,-1.0723926301195794,FALSE
232,1987,11.6,-1.0639812329877794,FALSE
232,1988,11,-1.0566238397174559,FALSE
232,1989,10.4,-1.0496978665343626,FALSE
232,1990,9.9,-1.0451601051834776,FALSE
232,1991,9.4,-1.0393433293595715,FALSE
232,1992,8.9,-1.0204928851593755,FALSE
232,1993,8.5,-1.0131557564447606,FALSE
232,1994,8.1,-1.0113569867024657,FALSE
232,1995,7.7,-1.0076969694979878,FALSE
232,1996,7.3,-1.007388994278404,FALSE
232,1997,7,-1.003736466276815,FALSE
232,1998,6.7,-0.9990025968600067,FALSE
232,1999,6.4,-0.9949947198384351,FALSE
232,2000,6.2,-0.98811761089832,FALSE
232,2001,5.9,-0.9834720879533879,FALSE
232,2002,5.7,-0.9833659664091665,FALSE
232,2003,5.5,-0.9783491671026878,FALSE
232,2004,5.3,-0.9737292356495275,FALSE
232,2005,5.1,-0.9705628329676677,FALSE
232,2006,4.9,-0.9556612324811735,FALSE
232,2007,4.7,-0.9558717665708842,FALSE
232,2008,4.5,-0.9519726055135515,FALSE
232,2009,4.3,-0.9480573615743563,FALSE
232,2010,4.1,-0.946524883041682,FALSE
232,2011,3.9,-0.9459429044174746,FALSE
232,2012,3.7,-0.9499135682051143,FALSE
232,2013,3.6,-0.9464126096979104,FALSE
232,2014,3.4,-0.9468270139542864,FALSE
232,2015,3.2,-0.9482153725219943,FALSE
232,2016,3.1,-0.9457720808047356,FALSE
232,2017,3,-0.944288575704517,FALSE
232,2018,2.8,-0.9460164595805679,FALSE
232,2019,2.7,-0.9443283339131997,FALSE
235,1960,84.2,-0.37185294743574154,FALSE
235,1961,84.2,-0.3813320911743266,FALSE
235,1962,82.1,-0.39113005890877584,FALSE
235,1963,78.8,-0.41393255383073735,FALSE
235,1964,74.5,-0.4559004729620094,FALSE
235,1965,70.1,-0.5012693866357417,FALSE
235,1966,66.4,-0.5318342512963057,FALSE
235,1967,63.5,-0.5532869125352378,FALSE
235,1968,61.6,-0.572620339822719,FALSE
235,1969,60.2,-0.571621789861724,FALSE
235,1970,58.4,-0.5720791644059173,FALSE
235,1971,55.4,-0.6000616151632172,FALSE
235,1972,51.5,-0.6434297998751125,FALSE
235,1973,47.4,-0.6837830021383228,FALSE
235,1974,43.3,-0.74008182084102,FALSE
235,1975,39.5,-0.8120046868001068,FALSE
235,1976,35.9,-0.8510590156257455,FALSE
235,1977,32.6,-0.8916581200565548,FALSE
235,1978,29.5,-0.9210398620538982,FALSE
235,1979,26.9,-0.9443139236098502,FALSE
235,1980,24.6,-0.9637142557479579,FALSE
235,1981,22.7,-0.9762644789788386,FALSE
235,1982,21.2,-0.9811839148609628,FALSE
235,1983,19.9,-0.9828216573554674,FALSE
235,1984,18.7,-0.9743340892305236,FALSE
235,1985,17.5,-0.9758635415309637,FALSE
235,1986,16.5,-0.9743562193677048,FALSE
235,1987,15.5,-0.9741317841603232,FALSE
235,1988,14.5,-0.9752120966007457,FALSE
235,1989,13.5,-0.9769550061945195,FALSE
235,1990,12.5,-0.9834044123111575,FALSE
235,1991,11.5,-0.9875783229774926,FALSE
235,1992,10.6,-0.9781742029758335,FALSE
235,1993,9.7,-0.9829666361440536,FALSE
235,1994,8.8,-0.9935724552245142,FALSE
235,1995,8.1,-0.9974593596604096,FALSE
235,1996,7.5,-1.002188540935738,FALSE
235,1997,7,-1.003736466276815,FALSE
235,1998,6.6,-1.0016882575827943,FALSE
235,1999,6.3,-0.9977301226292001,FALSE
235,2000,5.9,-0.9965192711166916,FALSE
235,2001,5.5,-0.99495454081916,FALSE
235,2002,5.1,-1.0010677960381897,FALSE
235,2003,4.7,-1.002711728275625,FALSE
235,2004,4.3,-1.005181388897746,FALSE
235,2005,4,-1.0063370273714178,FALSE
235,2006,3.7,-0.9960363539478778,FALSE
235,2007,3.5,-0.9975763626391682,FALSE
235,2008,3.3,-0.9950128109323714,FALSE
