gwcode,year,for_year,outcome,observed,p
338,2016,2017,attempt,0,0.005453284526510551
339,2016,2017,attempt,0,0.00256695034167951
340,2016,2017,attempt,0,0.007807857151497609
341,2016,2017,attempt,0,0.0019036069385571994
343,2016,2017,attempt,0,0.008859236420808159
344,2016,2017,attempt,0,0.0025778406256329388
346,2016,2017,attempt,0,0.0035560885087700016
349,2016,2017,attempt,0,3.5624853770095644e-4
350,2016,2017,attempt,0,0.0014718842641200582
352,2016,2017,attempt,0,2.735255968492041e-4
355,2016,2017,attempt,0,0.0033945531799454533
359,2016,2017,attempt,0,0.010437243384582847
360,2016,2017,attempt,0,4.239999214882893e-4
365,2016,2017,attempt,0,0.05096502470025136
366,2016,2017,attempt,0,5.363098587475908e-4
367,2016,2017,attempt,0,3.6933888251530414e-5
368,2016,2017,attempt,0,0
369,2016,2017,attempt,0,0.04342194798039196
370,2016,2017,attempt,0,0.004868387796775524
371,2016,2017,attempt,0,0.012391906235785616
372,2016,2017,attempt,0,0.0011663213447185845
373,2016,2017,attempt,0,0.02039514463482956
375,2016,2017,attempt,0,0
380,2016,2017,attempt,0,0.004796699147689394
385,2016,2017,attempt,0,5.524968900344986e-5
390,2016,2017,attempt,0,0.004832548605168983
395,2016,2017,attempt,0,0
402,2016,2017,attempt,0,1.950375261024165e-4
404,2016,2017,attempt,0,0.10054953569559036
411,2016,2017,attempt,0,0.05634838758622383
420,2016,2017,attempt,0,0.03105135253019968
432,2016,2017,attempt,0,0.05721929928670243
433,2016,2017,attempt,0,0.028379218004620326
434,2016,2017,attempt,0,0.006660780175670112
435,2016,2017,attempt,0,0.03947620036628595
436,2016,2017,attempt,0,0.015712803256041047
437,2016,2017,attempt,0,0.03594738253588089
438,2016,2017,attempt,0,0.05024289596140891
439,2016,2017,attempt,0,0.12201933302942397
450,2016,2017,attempt,0,0.01187105282719722
451,2016,2017,attempt,0,0.027494391107423227
452,2016,2017,attempt,0,0.009343126441425325
461,2016,2017,attempt,0,0.021306851067005084
471,2016,2017,attempt,0,0.053080592205748844
475,2016,2017,attempt,0,0.028966232883253003
481,2016,2017,attempt,0,0.020347122120479223
482,2016,2017,attempt,0,0.06097530242079581
483,2016,2017,attempt,0,0.08838889012008039
484,2016,2017,attempt,0,0.02633880710153401
490,2016,2017,attempt,0,0.07944523136165856
500,2016,2017,attempt,0,0.012413400827715278
501,2016,2017,attempt,0,0.01983449891719048
510,2016,2017,attempt,0,0.0022488924490837196
516,2016,2017,attempt,0,0.10557015020335629
517,2016,2017,attempt,0,0.019633148547972067
520,2016,2017,attempt,0,0.061471091420522365
522,2016,2017,attempt,0,0.009718833752629134
530,2016,2017,attempt,0,0.0124842531674102
531,2016,2017,attempt,0,0.009585134718295871
540,2016,2017,attempt,0,0.032510942416714185
541,2016,2017,attempt,0,0.007576883358141332
551,2016,2017,attempt,0,0.022085125248785437
552,2016,2017,attempt,1,0.04124635649665425
553,2016,2017,attempt,0,0.008825801328667034
560,2016,2017,attempt,0,0.0011561403526621427
565,2016,2017,attempt,0,0.009246427945065581
570,2016,2017,attempt,0,0.10631716379927138
571,2016,2017,attempt,0,0.00283520074344731
572,2016,2017,attempt,0,0.008132418508168327
580,2016,2017,attempt,0,0.02652119312659588
581,2016,2017,attempt,0,0.03942470535316604
590,2016,2017,attempt,0,0.0012942106011522448
600,2016,2017,attempt,0,0.012170976446205555
615,2016,2017,attempt,0,0.023605625020799756
616,2016,2017,attempt,0,0.006838790382813908
620,2016,2017,attempt,0,0.04709852842361056
625,2016,2017,attempt,0,0.050389950435936345
626,2016,2017,attempt,0,0.0641584043550489
630,2016,2017,attempt,0,0.0604739282097495
640,2016,2017,attempt,0,0.1366255361185133
645,2016,2017,attempt,0,0.03911317183174045
651,2016,2017,attempt,0,0.1221460102327014
652,2016,2017,attempt,0,0.07952905965020858
660,2016,2017,attempt,0,0.010947306064361364
663,2016,2017,attempt,0,0.003802919523404884
666,2016,2017,attempt,0,9.120182795672564e-4
670,2016,2017,attempt,0,0.006892608933311106
678,2016,2017,attempt,0,0.053121489415922374
690,2016,2017,attempt,0,0.005340448845859846
692,2016,2017,attempt,0,0.027252353311425326
694,2016,2017,attempt,0,0.011602358493335744
696,2016,2017,attempt,0,0.008279513365369036
698,2016,2017,attempt,0,0.06775515705754802
700,2016,2017,attempt,0,0.0262992702717822
701,2016,2017,attempt,0,0.00796048909584908
702,2016,2017,attempt,0,0.005589009696110607
703,2016,2017,attempt,0,0.014495329067952565
704,2016,2017,attempt,0,0.030651772059244582
705,2016,2017,attempt,0,0.009217034466675229
710,2016,2017,attempt,0,0.04221514024248816
712,2016,2017,attempt,0,8.681710717229936e-4
731,2016,2017,attempt,0,0.005395078296050346
732,2016,2017,attempt,0,0.00407469534662112
740,2016,2017,attempt,0,0.005991722650029218
750,2016,2017,attempt,0,0.004923515063878371
760,2016,2017,attempt,0,0.004181923817457653
770,2016,2017,attempt,0,0.03441241957049176
771,2016,2017,attempt,0,0.03355362849163937
775,2016,2017,attempt,0,0.039678434922461946
780,2016,2017,attempt,0,0.0032021748274040592
781,2016,2017,attempt,0,0.054319253363203056
790,2016,2017,attempt,0,0.0204597271591279
800,2016,2017,attempt,0,0.12541142248751264
811,2016,2017,attempt,0,0.01036122024037137
812,2016,2017,attempt,0,0.0063883527810464505
816,2016,2017,attempt,0,0.0015307639239505518
820,2016,2017,attempt,0,0.0018269776318019983
830,2016,2017,attempt,0,0.0032558460389915792
840,2016,2017,attempt,0,0.07451260671106333
850,2016,2017,attempt,0,0.008173063855365295
860,2016,2017,attempt,0,0.022719500091918945
900,2016,2017,attempt,0,1.5942092070146262e-4
910,2016,2017,attempt,0,0.03015923401461981
920,2016,2017,attempt,0,9.759677351313253e-5
940,2016,2017,attempt,0,0.007413916448246377
950,2016,2017,attempt,0,0.033243488374366616
2,2017,2018,attempt,0,0.0019155702617841106
20,2017,2018,attempt,0,0
40,2017,2018,attempt,0,0.046667220177342705
41,2017,2018,attempt,0,0.012491531252220323
42,2017,2018,attempt,0,0.006046081956141744
51,2017,2018,attempt,0,0.003127918549298648
52,2017,2018,attempt,0,2.1052631578947367e-4
53,2017,2018,attempt,0,0
70,2017,2018,attempt,0,0.004418885385242601
90,2017,2018,attempt,0,0.015593301803631818
91,2017,2018,attempt,0,0.08203602415125749
92,2017,2018,attempt,0,0.04267668863656018
93,2017,2018,attempt,0,0.0164415657519743
94,2017,2018,attempt,0,2.4624060150375934e-4
95,2017,2018,attempt,0,3.6462495837495836e-4
100,2017,2018,attempt,0,0.007308719279649806
101,2017,2018,attempt,0,0.13028614283269527
110,2017,2018,attempt,0,0.015799415204678362
115,2017,2018,attempt,0,0.030436371994996173
130,2017,2018,attempt,0,0.04313187310367204
135,2017,2018,attempt,0,0.008079466955767013
140,2017,2018,attempt,0,0.044071752810904
145,2017,2018,attempt,0,0.008078709236994152
150,2017,2018,attempt,0,0.035153387788699426
155,2017,2018,attempt,0,0.002164413365941616
160,2017,2018,attempt,0,0.018716066982296612
165,2017,2018,attempt,0,0
200,2017,2018,attempt,0,0.016610090168863806
205,2017,2018,attempt,0,0
210,2017,2018,attempt,0,9.653560507078303e-4
211,2017,2018,attempt,0,0
212,2017,2018,attempt,0,0.00186044146468376
220,2017,2018,attempt,0,9.653560507078303e-4
225,2017,2018,attempt,0,9.653560507078303e-4
230,2017,2018,attempt,0,0.004377695794297575
235,2017,2018,attempt,0,0.023382287061993207
260,2017,2018,attempt,0,0
290,2017,2018,attempt,0,0.0020611111111111108
305,2017,2018,attempt,0,0
310,2017,2018,attempt,0,0.0023731203007518794
316,2017,2018,attempt,0,2.419062419062419e-4
317,2017,2018,attempt,0,1.64983164983165e-4
325,2017,2018,attempt,0,0.0181900568240724
338,2017,2018,attempt,0,0.008040985665194754
339,2017,2018,attempt,0,0.017980891330891324
340,2017,2018,attempt,0,0.023613391270621988
341,2017,2018,attempt,0,0.002072893772893773
343,2017,2018,attempt,0,0.003210493010181041
344,2017,2018,attempt,0,3.7803030303030306e-4
346,2017,2018,attempt,0,0.0028427843803056027
349,2017,2018,attempt,0,9.67741935483871e-5
350,2017,2018,attempt,0,5.891612857130098e-4
352,2017,2018,attempt,0,0
355,2017,2018,attempt,0,0.00884855320118478
359,2017,2018,attempt,0,0.0012089285714285713
360,2017,2018,attempt,0,0.0022000902323482965
365,2017,2018,attempt,0,0.02908892500957409
366,2017,2018,attempt,0,0
367,2017,2018,attempt,0,0
368,2017,2018,attempt,0,0
369,2017,2018,attempt,0,0.015367019172099499
370,2017,2018,attempt,0,0.0027657523264097597
371,2017,2018,attempt,0,0.051417832395656816
372,2017,2018,attempt,0,0.0027433226495726494
373,2017,2018,attempt,0,0.014406485652797799
375,2017,2018,attempt,0,0
380,2017,2018,attempt,0,9.653560507078303e-4
385,2017,2018,attempt,0,1.1764705882352942e-4
390,2017,2018,attempt,0,9.653560507078303e-4
395,2017,2018,attempt,0,0.004684113166339331
402,2017,2018,attempt,0,0
404,2017,2018,attempt,0,0.10163719979582582
411,2017,2018,attempt,0,0.06179866881224867
420,2017,2018,attempt,0,0.015190774100135215
432,2017,2018,attempt,0,0.022838167587386077
433,2017,2018,attempt,0,0.02535046305407734
434,2017,2018,attempt,0,0.058010888584646314
435,2017,2018,attempt,0,0.05294149618531153
436,2017,2018,attempt,0,0.0254890449661816
437,2017,2018,attempt,0,0.035714786632116746
438,2017,2018,attempt,0,0.053408766107723195
439,2017,2018,attempt,0,0.10047527543490498
450,2017,2018,attempt,0,0.045134113595056057
451,2017,2018,attempt,0,0.03464645947643944
452,2017,2018,attempt,0,0.006607187047590122
461,2017,2018,attempt,0,0.02333272557626582
471,2017,2018,attempt,0,0.07466595343609983
475,2017,2018,attempt,0,0.024674266968815847
481,2017,2018,attempt,0,0.02152635556447075
482,2017,2018,attempt,0,0.05748606790749017
483,2017,2018,attempt,0,0.08337163635002495
484,2017,2018,attempt,0,0.04415015686288858
490,2017,2018,attempt,0,0.06504733280703387
500,2017,2018,attempt,0,0.01680908393715442
501,2017,2018,attempt,0,0.03635260709087329
510,2017,2018,attempt,0,8.699404761904762e-4
516,2017,2018,attempt,0,0.06018197731031803
517,2017,2018,attempt,0,0.01359436215451402
520,2017,2018,attempt,0,0.06751075013241607
522,2017,2018,attempt,0,0.004876571532649908
530,2017,2018,attempt,0,0.014082487460257297
531,2017,2018,attempt,0,0.042712308983645184
540,2017,2018,attempt,0,0.036058819935039683
541,2017,2018,attempt,0,0.004132177835681569
551,2017,2018,attempt,0,0.01909308265987868
552,2017,2018,attempt,0,0.14508406060255916
553,2017,2018,attempt,0,0.012899592686250912
560,2017,2018,attempt,0,0.0018611111111111111
565,2017,2018,attempt,0,3.6824602291788045e-4
570,2017,2018,attempt,0,0.07807739023633528
571,2017,2018,attempt,0,0.0018441628264208908
572,2017,2018,attempt,0,0.006109560762024611
580,2017,2018,attempt,0,0.017093844064263692
581,2017,2018,attempt,0,0.041210178242497245
590,2017,2018,attempt,0,1.3636363636363634e-4
600,2017,2018,attempt,0,0.006479207253672917
615,2017,2018,attempt,0,0.01867906018362768
616,2017,2018,attempt,0,0.012655440420649198
620,2017,2018,attempt,0,0.052377259909638235
625,2017,2018,attempt,0,0.039227708392057525
626,2017,2018,attempt,0,0.05361936230582786
630,2017,2018,attempt,0,0.07463723965165062
640,2017,2018,attempt,0,0.13016977375463507
645,2017,2018,attempt,0,0.02363791075649754
651,2017,2018,attempt,0,0.12682253154684242
652,2017,2018,attempt,0,0.0690536634774
660,2017,2018,attempt,0,0.019465298571294018
663,2017,2018,attempt,0,0.0010989801864801864
666,2017,2018,attempt,0,6.974553224553224e-4
670,2017,2018,attempt,0,0.00402946619954773
678,2017,2018,attempt,0,0.07174323291378569
690,2017,2018,attempt,0,0.004812578576394365
692,2017,2018,attempt,0,0.028513182561954654
694,2017,2018,attempt,0,0.01276698969332917
696,2017,2018,attempt,0,0.004780428780745316
698,2017,2018,attempt,0,0.05330192227592623
700,2017,2018,attempt,0,0.03045891901916395
701,2017,2018,attempt,0,0.002789269506660811
702,2017,2018,attempt,0,0.0065228990406675826
703,2017,2018,attempt,0,0.00295049845354553
704,2017,2018,attempt,0,0.0017791962666962669
705,2017,2018,attempt,0,0.006676396509827038
710,2017,2018,attempt,0,0.02965021726106296
712,2017,2018,attempt,0,0.0011935897435897435
731,2017,2018,attempt,0,0.007178534710838146
732,2017,2018,attempt,0,0.007401932320093021
740,2017,2018,attempt,0,9.653560507078303e-4
750,2017,2018,attempt,0,0.011737606862516787
760,2017,2018,attempt,0,0.0014750356819431152
770,2017,2018,attempt,0,0.05510543864759711
771,2017,2018,attempt,0,0.025605104537564573
775,2017,2018,attempt,0,0.07066687991503803
780,2017,2018,attempt,0,0.006378071490742029
781,2017,2018,attempt,0,0.03054692323953171
790,2017,2018,attempt,0,0.014248286628269881
800,2017,2018,attempt,0,0.10908220760065779
811,2017,2018,attempt,0,0.012023961483219003
812,2017,2018,attempt,0,0.003547791623245344
816,2017,2018,attempt,0,0.0014966144966144968
820,2017,2018,attempt,0,0
830,2017,2018,attempt,0,0.0028201388888888885
840,2017,2018,attempt,0,0.02561961339307986
850,2017,2018,attempt,0,0.003811053712369503
860,2017,2018,attempt,0,0.028636384046811188
900,2017,2018,attempt,0,0.02073205676100865
910,2017,2018,attempt,0,0.04428681613868617
920,2017,2018,attempt,0,0
940,2017,2018,attempt,0,0.014393639650906136
950,2017,2018,attempt,0,0.022942176075589356
2,2018,2019,attempt,0,0.006064285714285714
20,2018,2019,attempt,0,1.6666666666666666e-4
40,2018,2019,attempt,0,0.024638095238095233
41,2018,2019,attempt,0,0.03193095238095237
42,2018,2019,attempt,0,0.02046428571428571
51,2018,2019,attempt,0,1.4285714285714284e-4
52,2018,2019,attempt,0,6.428571428571428e-4
53,2018,2019,attempt,0,1.4285714285714284e-4
70,2018,2019,attempt,0,0.014457142857142856
90,2018,2019,attempt,0,0.055682142857142854
91,2018,2019,attempt,0,0.04998333333333335
92,2018,2019,attempt,0,0.03276309523809523
93,2018,2019,attempt,0,0.07109999999999998
94,2018,2019,attempt,0,0.00706904761904762
95,2018,2019,attempt,0,0.002977380952380952
100,2018,2019,attempt,0,0.023453571428571428
101,2018,2019,attempt,0,0.05618214285714287
110,2018,2019,attempt,0,0.004009523809523809
115,2018,2019,attempt,0,0.013010714285714285
130,2018,2019,attempt,0,0.052514285714285715
135,2018,2019,attempt,0,0.003989285714285714
140,2018,2019,attempt,0,0.04472261904761903
145,2018,2019,attempt,0,0.02452023809523809
150,2018,2019,attempt,0,0.015010714285714283
155,2018,2019,attempt,0,2.5e-4
160,2018,2019,attempt,0,0.02261071428571428
165,2018,2019,attempt,0,0
200,2018,2019,attempt,0,0.002069047619047619
205,2018,2019,attempt,0,0.001
210,2018,2019,attempt,0,0
211,2018,2019,attempt,0,0
212,2018,2019,attempt,0,0.0025
220,2018,2019,attempt,0,0
225,2018,2019,attempt,0,0
230,2018,2019,attempt,0,6.785714285714286e-4
235,2018,2019,attempt,0,0
260,2018,2019,attempt,0,0
290,2018,2019,attempt,0,0.004975
305,2018,2019,attempt,0,0
310,2018,2019,attempt,0,0.007216666666666668
316,2018,2019,attempt,0,0
317,2018,2019,attempt,0,0.004166666666666666
325,2018,2019,attempt,0,0.003710714285714286
338,2018,2019,attempt,0,0.0075345238095238095
339,2018,2019,attempt,0,0.01090595238095238
340,2018,2019,attempt,0,0.009201190476190477
341,2018,2019,attempt,0,0.0024940476190476193
343,2018,2019,attempt,0,0.015654761904761904
344,2018,2019,attempt,0,0.004342857142857143
346,2018,2019,attempt,0,0.009085714285714286
349,2018,2019,attempt,0,0
350,2018,2019,attempt,0,5.666666666666666e-4
352,2018,2019,attempt,0,6.428571428571428e-4
355,2018,2019,attempt,0,0.012676190476190476
359,2018,2019,attempt,0,0.0039738095238095236
360,2018,2019,attempt,0,0.012307142857142857
365,2018,2019,attempt,0,0.007151190476190477
366,2018,2019,attempt,0,0
367,2018,2019,attempt,0,0
368,2018,2019,attempt,0,0
369,2018,2019,attempt,0,0.025188095238095242
370,2018,2019,attempt,0,0.044208333333333336
371,2018,2019,attempt,0,0.026946428571428562
372,2018,2019,attempt,0,0
373,2018,2019,attempt,0,0.0064476190476190475
375,2018,2019,attempt,0,0
380,2018,2019,attempt,0,0
385,2018,2019,attempt,0,0
390,2018,2019,attempt,0,0
395,2018,2019,attempt,0,2e-4
402,2018,2019,attempt,0,0
404,2018,2019,attempt,0,0.05582976190476191
411,2018,2019,attempt,0,0.036944047619047626
420,2018,2019,attempt,0,0.004661904761904761
432,2018,2019,attempt,0,0.03872619047619047
433,2018,2019,attempt,0,0.010253571428571428
434,2018,2019,attempt,0,0.01799285714285714
435,2018,2019,attempt,0,0.07329285714285713
436,2018,2019,attempt,0,0.01195238095238095
437,2018,2019,attempt,0,0.052109523809523814
438,2018,2019,attempt,0,0.05721071428571429
439,2018,2019,attempt,0,0.08785952380952379
450,2018,2019,attempt,0,0.0125047619047619
451,2018,2019,attempt,0,0.008788095238095237
452,2018,2019,attempt,0,0.002011904761904762
461,2018,2019,attempt,0,0.039020238095238094
471,2018,2019,attempt,0,0.044982142857142846
475,2018,2019,attempt,0,0.0240452380952381
481,2018,2019,attempt,1,0.014410714285714284
482,2018,2019,attempt,0,0.06998928571428571
483,2018,2019,attempt,0,0.05153452380952382
484,2018,2019,attempt,0,0.03318214285714284
490,2018,2019,attempt,0,0.08526428571428574
500,2018,2019,attempt,0,0.01882261904761905
501,2018,2019,attempt,0,0.010189285714285715
510,2018,2019,attempt,0,0.0024023809523809527
516,2018,2019,attempt,0,0.04821428571428574
517,2018,2019,attempt,0,0.01320595238095238
520,2018,2019,attempt,0,0.04076785714285715
522,2018,2019,attempt,0,0.017273809523809525
530,2018,2019,attempt,0,0.03561904761904761
531,2018,2019,attempt,0,0.02509404761904762
540,2018,2019,attempt,0,0.036944047619047626
541,2018,2019,attempt,0,0.008601190476190476
551,2018,2019,attempt,0,0.011261904761904761
552,2018,2019,attempt,0,0.12171071428571427
553,2018,2019,attempt,0,0.00855357142857143
560,2018,2019,attempt,0,0.002017857142857143
565,2018,2019,attempt,0,0.005366666666666667
570,2018,2019,attempt,0,0.03575000000000001
571,2018,2019,attempt,0,0.0010333333333333332
572,2018,2019,attempt,0,0.015301190476190479
580,2018,2019,attempt,0,0.03206904761904761
581,2018,2019,attempt,0,0.07431547619047622
590,2018,2019,attempt,0,2e-4
600,2018,2019,attempt,0,0.01171547619047619
615,2018,2019,attempt,0,0.01669285714285714
616,2018,2019,attempt,0,0.02688095238095238
620,2018,2019,attempt,0,0.08456190476190478
625,2018,2019,attempt,1,0.040786904761904774
626,2018,2019,attempt,0,0.0528904761904762
630,2018,2019,attempt,0,0.012935714285714285
640,2018,2019,attempt,0,0.06837976190476193
645,2018,2019,attempt,0,0.015082142857142856
651,2018,2019,attempt,0,0.10638452380952385
652,2018,2019,attempt,0,0.04690833333333332
660,2018,2019,attempt,0,0.02173809523809524
663,2018,2019,attempt,0,0.014002380952380955
666,2018,2019,attempt,0,7.833333333333334e-4
670,2018,2019,attempt,0,0.0043845238095238095
678,2018,2019,attempt,0,0.07114880952380954
690,2018,2019,attempt,0,0.005652380952380953
692,2018,2019,attempt,0,0.02176111111111111
694,2018,2019,attempt,0,0.02263333333333333
696,2018,2019,attempt,0,0.0065928571428571425
698,2018,2019,attempt,0,0.01110595238095238
700,2018,2019,attempt,0,0.025413095238095235
701,2018,2019,attempt,0,0.002283333333333334
702,2018,2019,attempt,0,0.007892857142857144
703,2018,2019,attempt,0,0.002485714285714286
704,2018,2019,attempt,0,0.002842857142857143
705,2018,2019,attempt,0,0.0023583333333333334
710,2018,2019,attempt,0,0.006952380952380953
712,2018,2019,attempt,0,2.5e-4
731,2018,2019,attempt,0,0.04269761904761905
732,2018,2019,attempt,0,0.002333333333333333
740,2018,2019,attempt,0,5.357142857142857e-4
750,2018,2019,attempt,0,0.006105952380952382
760,2018,2019,attempt,0,0.00431904761904762
770,2018,2019,attempt,0,0.037628571428571414
771,2018,2019,attempt,0,0.03613333333333333
775,2018,2019,attempt,0,0.03067261904761904
780,2018,2019,attempt,0,0.004071428571428571
781,2018,2019,attempt,0,0.07421190476190478
790,2018,2019,attempt,0,0.010952380952380953
800,2018,2019,attempt,0,0.1045916666666667
811,2018,2019,attempt,0,0.009164285714285715
812,2018,2019,attempt,0,0.00610952380952381
816,2018,2019,attempt,0,0.003104761904761905
820,2018,2019,attempt,0,0.061428571428571416
830,2018,2019,attempt,0,0.004571428571428571
840,2018,2019,attempt,0,0.056601190476190485
850,2018,2019,attempt,0,0.03611904761904762
860,2018,2019,attempt,0,0.02935238095238095
900,2018,2019,attempt,0,0.00545
910,2018,2019,attempt,0,0.07722619047619045
920,2018,2019,attempt,0,0
940,2018,2019,attempt,0,0.01224285714285714
950,2018,2019,attempt,0,0.02681904761904761
2,2019,2020,attempt,NA,0.0014583333333333332
20,2019,2020,attempt,NA,0
40,2019,2020,attempt,NA,0.08597424242424248
41,2019,2020,attempt,NA,0.02967965367965368
42,2019,2020,attempt,NA,0.028607828282828277
51,2019,2020,attempt,NA,0.0020492424242424243
52,2019,2020,attempt,NA,0
53,2019,2020,attempt,NA,1.111111111111111e-4
70,2019,2020,attempt,NA,0.01723546176046176
90,2019,2020,attempt,NA,0.024967243867243867
91,2019,2020,attempt,NA,0.07001861471861473
92,2019,2020,attempt,NA,0.04696601731601733
93,2019,2020,attempt,NA,0.05690689033189035
94,2019,2020,attempt,NA,0
95,2019,2020,attempt,NA,0.0026333333333333334
100,2019,2020,attempt,NA,0.0492450937950938
101,2019,2020,attempt,NA,0.09462597402597403
110,2019,2020,attempt,NA,0.0053083333333333324
115,2019,2020,attempt,NA,0.0028809523809523807
130,2019,2020,attempt,NA,0.05659494949494951
135,2019,2020,attempt,NA,0.01808380230880231
140,2019,2020,attempt,NA,0.0722809523809524
145,2019,2020,attempt,NA,0.030919552669552666
150,2019,2020,attempt,NA,0.016848124098124095
155,2019,2020,attempt,NA,0.0016
160,2019,2020,attempt,NA,0.025003715728715726
165,2019,2020,attempt,NA,0.0014916666666666665
200,2019,2020,attempt,NA,0.004220274170274169
205,2019,2020,attempt,NA,0
210,2019,2020,attempt,NA,0
211,2019,2020,attempt,NA,0
212,2019,2020,attempt,NA,0.0014743867243867243
220,2019,2020,attempt,NA,0
225,2019,2020,attempt,NA,0
230,2019,2020,attempt,NA,0.010764826839826836
235,2019,2020,attempt,NA,0.0032
260,2019,2020,attempt,NA,0
290,2019,2020,attempt,NA,0.01291230158730159
305,2019,2020,attempt,NA,0
310,2019,2020,attempt,NA,0.0028666666666666667
316,2019,2020,attempt,NA,4.90909090909091e-4
317,2019,2020,attempt,NA,0
325,2019,2020,attempt,NA,0.0013063492063492064
338,2019,2020,attempt,NA,0.005895238095238096
339,2019,2020,attempt,NA,0.046193650793650794
340,2019,2020,attempt,NA,0.004385353535353535
341,2019,2020,attempt,NA,0.0023499999999999997
343,2019,2020,attempt,NA,0.010178643578643575
344,2019,2020,attempt,NA,0.0014523809523809524
346,2019,2020,attempt,NA,0.0035171717171717173
349,2019,2020,attempt,NA,0.0012
350,2019,2020,attempt,NA,6.944444444444445e-4
352,2019,2020,attempt,NA,7.5e-4
355,2019,2020,attempt,NA,0.013989538239538241
359,2019,2020,attempt,NA,0.002725
360,2019,2020,attempt,NA,0.011695454545454545
365,2019,2020,attempt,NA,0.008578318903318904
366,2019,2020,attempt,NA,0
367,2019,2020,attempt,NA,9.090909090909092e-5
368,2019,2020,attempt,NA,0
369,2019,2020,attempt,NA,0.016744191919191916
370,2019,2020,attempt,NA,0.0019045454545454546
371,2019,2020,attempt,NA,0.0055249999999999995
372,2019,2020,attempt,NA,7.11111111111111e-4
373,2019,2020,attempt,NA,0.006222222222222223
375,2019,2020,attempt,NA,0
380,2019,2020,attempt,NA,0
385,2019,2020,attempt,NA,0
390,2019,2020,attempt,NA,0
395,2019,2020,attempt,NA,0.0013333333333333333
402,2019,2020,attempt,NA,0
404,2019,2020,attempt,NA,0.05988690476190477
411,2019,2020,attempt,NA,0.04292705627705628
420,2019,2020,attempt,NA,0.002354761904761904
432,2019,2020,attempt,NA,0.027350432900432896
433,2019,2020,attempt,NA,0.029536724386724382
434,2019,2020,attempt,NA,0.05433896103896106
435,2019,2020,attempt,NA,0.05028921356421356
436,2019,2020,attempt,NA,0.04383163780663783
437,2019,2020,attempt,NA,0.03260025252525252
438,2019,2020,attempt,NA,0.05291623376623376
439,2019,2020,attempt,NA,0.09183358585858586
450,2019,2020,attempt,NA,0.01820364357864358
451,2019,2020,attempt,NA,0.032627633477633484
452,2019,2020,attempt,NA,0.005462409812409813
461,2019,2020,attempt,NA,0.02870414862914862
471,2019,2020,attempt,NA,0.06024707792207793
475,2019,2020,attempt,NA,0.03100079365079365
481,2019,2020,attempt,NA,0.21398398268398258
482,2019,2020,attempt,NA,0.037007683982683996
483,2019,2020,attempt,NA,0.07494393939393947
484,2019,2020,attempt,NA,0.04605862193362194
490,2019,2020,attempt,NA,0.07126767676767677
500,2019,2020,attempt,NA,0.027605952380952377
501,2019,2020,attempt,NA,0.0034215007215007216
510,2019,2020,attempt,NA,0.0410003246753247
516,2019,2020,attempt,NA,0.052908369408369446
517,2019,2020,attempt,NA,0.022598953823953823
520,2019,2020,attempt,NA,0.027977236652236646
522,2019,2020,attempt,NA,0.01279736652236652
530,2019,2020,attempt,NA,0.02264531024531025
531,2019,2020,attempt,NA,0.01125137085137085
540,2019,2020,attempt,NA,0.03648383838383839
541,2019,2020,attempt,NA,0.005388311688311689
551,2019,2020,attempt,NA,0.009253571428571429
552,2019,2020,attempt,NA,0.08085440115440115
553,2019,2020,attempt,NA,0.03334404761904762
560,2019,2020,attempt,NA,0.0031909090909090906
565,2019,2020,attempt,NA,0.047940981240981236
570,2019,2020,attempt,NA,0.059141486291486293
571,2019,2020,attempt,NA,0.015355194805194806
572,2019,2020,attempt,NA,0.10606608946608947
580,2019,2020,attempt,NA,0.03189935064935064
581,2019,2020,attempt,NA,0.05198430735930735
590,2019,2020,attempt,NA,0.0024583333333333336
600,2019,2020,attempt,NA,0.024714502164502158
615,2019,2020,attempt,NA,0.09664072871572872
616,2019,2020,attempt,NA,0.006976731601731601
620,2019,2020,attempt,NA,0.047307359307359326
625,2019,2020,attempt,NA,0.14402085137085135
626,2019,2020,attempt,NA,0.05329502164502164
630,2019,2020,attempt,NA,0.03399401154401154
640,2019,2020,attempt,NA,0.06151976911976917
645,2019,2020,attempt,NA,0.03934985569985569
651,2019,2020,attempt,NA,0.08649776334776334
652,2019,2020,attempt,NA,0.03598795093795093
660,2019,2020,attempt,NA,0.016371645021645023
663,2019,2020,attempt,NA,0.007045238095238096
666,2019,2020,attempt,NA,0.0036857142857142857
670,2019,2020,attempt,NA,0.007649675324675325
678,2019,2020,attempt,NA,0.037464321789321776
690,2019,2020,attempt,NA,0.0066409090909090905
692,2019,2020,attempt,NA,0.10835927128427131
694,2019,2020,attempt,NA,0.005936544011544011
696,2019,2020,attempt,NA,0.08080627705627706
698,2019,2020,attempt,NA,0.009432359307359306
700,2019,2020,attempt,NA,0.02232954545454545
701,2019,2020,attempt,NA,0.005523484848484849
702,2019,2020,attempt,NA,0.0074897546897546895
703,2019,2020,attempt,NA,0.001655988455988456
704,2019,2020,attempt,NA,0.007454112554112553
705,2019,2020,attempt,NA,0.0053176406926406915
710,2019,2020,attempt,NA,0.005043470418470418
712,2019,2020,attempt,NA,0
731,2019,2020,attempt,NA,0.016056349206349206
732,2019,2020,attempt,NA,0.003533333333333333
740,2019,2020,attempt,NA,0.009242857142857141
750,2019,2020,attempt,NA,0.02249191919191919
760,2019,2020,attempt,NA,0.006276623376623376
