gwcode,year,for_year,outcome,observed,p
433,2014,2015,coup,0,0.02113022533022533
434,2014,2015,coup,0,0.008767673992673992
435,2014,2015,coup,0,0.04257120657120657
436,2014,2015,coup,0,0.027241802641802638
437,2014,2015,coup,0,0.02124040404040404
438,2014,2015,coup,0,0.04687796925296929
439,2014,2015,coup,0,0.11491484626484624
450,2014,2015,coup,0,0.025162326562326563
451,2014,2015,coup,0,0.010988103563103565
452,2014,2015,coup,0,0.0034818181818181814
461,2014,2015,coup,0,0.026787437562437545
471,2014,2015,coup,0,0.022744907869907873
475,2014,2015,coup,0,0.033827050727050716
481,2014,2015,coup,0,0.02397261627261627
482,2014,2015,coup,0,0.06795779498279501
483,2014,2015,coup,0,0.06632488899988903
484,2014,2015,coup,0,0.010389668664668662
490,2014,2015,coup,0,0.032932192807192784
500,2014,2015,coup,0,0.01614239649239649
501,2014,2015,coup,0,0.015419694194694196
510,2014,2015,coup,0,7.38095238095238e-4
516,2014,2015,coup,0,0.03183237040737039
517,2014,2015,coup,0,0.023764405039405037
520,2014,2015,coup,0,0.0522276223776224
522,2014,2015,coup,0,0.005685714285714286
530,2014,2015,coup,0,0.007365584415584416
531,2014,2015,coup,0,0.008049908424908424
540,2014,2015,coup,0,0.022128332778332774
541,2014,2015,coup,0,0.005481684981684981
551,2014,2015,coup,0,0.0040983516483516485
552,2014,2015,coup,0,0.03537623765123765
553,2014,2015,coup,0,0.0013761904761904762
560,2014,2015,coup,0,7.142857142857142e-5
565,2014,2015,coup,0,0.0018051948051948053
570,2014,2015,coup,0,0.07074841824841827
571,2014,2015,coup,0,0.0017944444444444442
572,2014,2015,coup,0,0.008810880785880786
580,2014,2015,coup,0,0.035308485958485965
581,2014,2015,coup,0,0.024026853701853694
590,2014,2015,coup,0,0
